,timestamp,delta_volume,date,note
0,1179334800,1000000,2007-05-17,"Giao dịch bổ sung - 1,000,000 CP"
1,1187283600,1058000,2007-08-17,"Niêm yết cổ phiếu bổ sung - 1,058,000 CP"
2,1187283600,1058000,2007-08-17,"Giao dịch bổ sung - 1,058,000 CP"
3,1243184400,1654626,2009-05-25,"Giao dịch bổ sung - 1,654,626 CP"
4,1256230800,2100000,2009-10-23,"Niêm yết cổ phiếu bổ sung - 2,100,000 CP"
5,1256230800,2100000,2009-10-23,"Giao dịch bổ sung - 2,100,000 CP"
6,1264611600,3109862,2010-01-28,"Niêm yết cổ phiếu bổ sung - 3,109,862 CP"
7,1264611600,3109862,2010-01-28,"Giao dịch bổ sung - 3,109,862 CP"
8,1310317200,1760656,2011-07-11,"Giao dịch bổ sung - 1,760,656 CP"
9,1310317200,1760656,2011-07-11,"Niêm yết cổ phiếu bổ sung - 1,760,656 CP"
10,1343149200,4797954,2012-07-25,"Niêm yết cổ phiếu bổ sung - 4,797,954 CP"
11,1343667600,4797954,2012-07-31,"Giao dịch bổ sung - 4,797,954 CP"
12,1431018000,692215,2015-05-08,"Niêm yết cổ phiếu bổ sung - 692,215 CP"
13,1457888400,692215,2016-03-14,"Giao dịch bổ sung - 692,215 CP"
14,1458061200,2844532,2016-03-16,"Niêm yết cổ phiếu bổ sung - 2,844,532 CP"
15,1459184400,2844532,2016-03-29,"Giao dịch bổ sung - 2,844,532 CP"
16,1470589200,3989522,2016-08-08,"Niêm yết cổ phiếu bổ sung - 3,989,522 CP"
17,1471453200,3989522,2016-08-18,"Giao dịch bổ sung - 3,989,522 CP"
18,1479056400,665264,2016-11-14,"Niêm yết cổ phiếu bổ sung - 665,264 CP"
19,1490288400,3298985,2017-03-24,"Niêm yết cổ phiếu bổ sung - 3,298,985 CP"
20,1491930000,3298985,2017-04-12,"Giao dịch bổ sung - 3,298,985 CP"
21,1510592400,665264,2017-11-14,"Giao dịch bổ sung - 665,264 CP"
22,1528131600,8637656,2018-06-05,"Niêm yết cổ phiếu bổ sung - 8,637,656 CP"
23,1529600400,8637656,2018-06-22,"Giao dịch bổ sung - 8,637,656 CP"
24,1544461200,4318509,2018-12-11,"Niêm yết cổ phiếu bổ sung - 4,318,509 CP"
25,1545757200,4318509,2018-12-26,"Giao dịch bổ sung - 4,318,509 CP"
26,1571245200,7360250,2019-10-17,"Niêm yết cổ phiếu bổ sung - 7,360,250 CP"
27,1572454800,7360250,2019-10-31,"Giao dịch bổ sung - 7,360,250 CP"
28,1586883600,8229653,2020-04-15,"Niêm yết cổ phiếu bổ sung - 8,229,653 CP"
29,1588006800,8229653,2020-04-28,"Giao dịch bổ sung - 8,229,653 CP"
30,1605632400,7711751,2020-11-18,"Niêm yết cổ phiếu bổ sung - 7,711,751 CP"
31,1606928400,7335751,2020-12-03,"Giao dịch bổ sung - 7,335,751 CP"
32,1611853200,10620774,2021-01-29,"Niêm yết cổ phiếu bổ sung - 10,620,774 CP"
33,1612803600,10620774,2021-02-09,"Giao dịch bổ sung - 10,620,774 CP"
34,1634058000,376000,2021-10-13,"Giao dịch bổ sung - 376,000 CP"
35,1635786000,12213916,2021-11-02,"Niêm yết cổ phiếu bổ sung - 12,213,916 CP"
36,1636995600,12213916,2021-11-16,"Giao dịch bổ sung - 12,213,916 CP"
37,1645376400,12214697,2022-02-21,"Niêm yết cổ phiếu bổ sung - 12,214,697 CP"
38,1672678800,12214697,2023-01-03,"Giao dịch bổ sung - 12,214,697 CP"
