,date,quarter,price,shares_est,market_cap
0,2017-12-29,2017Q4,47.15,1901095845.4810493,89636669114431
1,2018-03-30,2018Q1,51.2,1901045892.5130253,97333549696667
2,2018-06-29,2018Q2,38.8,1901073725.3260796,73761660542652
3,2018-09-28,2018Q3,41.9,1897102175.8406656,79488581167724
4,2018-12-28,2018Q4,27.9,2328749489.5042067,64972110757167
5,2019-03-29,2019Q1,34.6,2328795536.3570914,80576325557955
6,2019-06-28,2019Q2,33.8,2328783131.502644,78712869844789
7,2019-09-30,2019Q3,33.1,2328744640.186139,77081447590161
8,2019-12-31,2019Q4,34.0,2272351180.4384484,77259940134907
9,2020-03-31,2020Q1,19.15,2272371667.4946184,43515917432522
10,2020-06-30,2020Q2,24.8,2328741640.827956,57752792692533
11,2020-09-30,2020Q3,27.6,2272355259.9951925,62717005175867
12,2020-12-31,2020Q4,31.4,2272332920.216886,71351253694810
13,2021-03-31,2021Q1,32.7,2272291534.631055,74303933182436
14,2021-06-30,2021Q2,31.75,2272391314.0643625,72148424221544
15,2021-09-30,2021Q3,29.1,2272345068.8500185,66125241503536
16,2021-12-31,2021Q4,30.1,2272283267.847876,68395726362221
17,2022-03-31,2022Q1,33.45,2272312413.035518,76008850216038
18,2022-06-30,2022Q2,28.55,2272351697.034655,64875640950339
