,quarter,roa
0,2006Q3,9.65
1,2006Q4,1.55
2,2007Q1,1.41
3,2007Q2,1.77
4,2007Q3,2.4
5,2007Q4,1.45
6,2008Q1,0.94
7,2008Q2,-0.23
8,2008Q3,2.46
9,2008Q4,0.03
10,2009Q1,-0.83
11,2009Q2,0.0
12,2009Q3,0.82
13,2009Q4,1.47
14,2010Q1,0.05
15,2010Q2,0.79
16,2010Q3,2.33
17,2010Q4,2.61
18,2011Q1,1.6
19,2011Q2,2.05
20,2011Q3,2.3
21,2011Q4,0.56
22,2012Q1,-1.21
23,2012Q2,0.03
24,2012Q3,0.56
25,2012Q4,0.66
26,2013Q1,-2.71
27,2013Q2,-1.66
28,2013Q3,-0.52
29,2013Q4,1.32
30,2014Q1,0.04
31,2014Q2,-0.01
32,2014Q3,0.1
33,2014Q4,0.1
34,2015Q1,-1.34
35,2015Q2,-0.17
36,2015Q3,2.26
37,2015Q4,2.02
38,2016Q1,0.72
39,2016Q2,0.91
40,2016Q3,-0.51
41,2016Q4,1.35
42,2017Q1,-2.43
43,2017Q2,-0.4
44,2017Q3,-1.2
45,2017Q4,-1.69
46,2018Q1,-2.23
47,2018Q2,-1.04
48,2018Q3,-2.14
49,2018Q4,-2.84
50,2019Q1,-3.43
51,2019Q2,-0.91
52,2019Q3,1.46
53,2019Q4,4.23
54,2020Q1,-2.06
55,2020Q2,-0.19
56,2020Q3,-0.65
57,2020Q4,-0.2
58,2021Q1,-1.16
59,2021Q2,1.36
60,2021Q3,-0.07
61,2021Q4,0.84
62,2022Q1,-0.52
63,2022Q2,0.64
