,date,quarter,price,shares_est,market_cap
0,2005-03-31,2005Q1,16.3,3800114.7529226136,61941870473
1,2005-06-30,2005Q2,16.0,3800042.2743606,60800676390
2,2005-09-30,2005Q3,17.2,3799885.4442614736,65358029641
3,2005-12-30,2005Q4,16.2,3800094.6457544616,61561533261
4,2006-03-31,2006Q1,26.5,3799986.056887897,100699630508
5,2006-06-30,2006Q2,25.0,3799986.931521171,94999673288
6,2006-09-29,2006Q3,27.9,3800091.6710319538,106022557622
7,2006-12-29,2006Q4,24.1,3799887.119026715,91577279569
8,2007-03-30,2007Q1,35.8,3800130.3626451767,136044666983
9,2007-06-29,2007Q2,36.0,3799988.514987941,136799586540
10,2007-09-28,2007Q3,39.2,3799909.9707404906,148956470853
11,2007-12-28,2007Q4,37.0,3799892.5597636313,140596024711
12,2008-03-31,2008Q1,16.9,3800080.659100075,64221363139
13,2008-06-30,2008Q2,11.9,3800089.8724934,45221069483
14,2008-09-30,2008Q3,14.0,3800053.4330750736,53200748063
15,2008-12-31,2008Q4,10.0,3800022.966067635,38000229661
16,2009-03-31,2009Q1,10.0,3799933.734607101,37999337346
17,2009-06-30,2009Q2,14.2,3799989.470359061,53959850479
18,2009-09-30,2009Q3,19.4,3800000.0,73720000000
19,2009-12-31,2009Q4,20.4,3799914.2489638417,77518250679
20,2010-03-31,2010Q1,19.8,3800065.004411014,75241287087
21,2010-06-30,2010Q2,20.3,3800079.511007305,77141614073
22,2010-09-30,2010Q3,19.4,3800059.256333021,73721149573
23,2010-12-31,2010Q4,13.7,3800000.0,52060000000
24,2011-03-31,2011Q1,9.3,3800074.651238744,35340694257
25,2011-06-30,2011Q2,7.4,3799920.3464927566,28119410564
26,2011-09-30,2011Q3,7.7,3800048.484848485,29260373333
27,2011-12-30,2011Q4,6.5,3799943.0982976905,24699630139
28,2012-03-30,2012Q1,7.3,3800059.565174228,27740434826
29,2012-06-29,2012Q2,7.9,3800048.473097431,30020382937
30,2012-09-28,2012Q3,8.0,3799990.527612011,30399924221
31,2012-12-28,2012Q4,8.2,3800027.468754292,31160225244
32,2013-03-29,2013Q1,8.4,3799971.177403084,31919757890
33,2013-06-28,2013Q2,8.5,3800018.7160771103,32300159087
34,2013-09-18,2013Q3,8.9,3800054.817048102,33820487872
35,2013-12-31,2013Q4,10.6,3800080.253243569,40280850684
36,2014-03-31,2014Q1,11.8,3799943.1791278,44839329514
37,2014-06-30,2014Q2,10.9,3800091.345055949,41420995661
38,2014-09-30,2014Q3,12.3,3799918.555721461,46738998235
39,2014-12-31,2014Q4,11.9,3800017.382235356,45220206849
40,2015-03-31,2015Q1,13.8,3800008.528420963,52440117692
41,2015-06-30,2015Q2,12.8,3799982.045066882,48639770177
42,2015-09-30,2015Q3,12.5,3800017.511601436,47500218895
43,2015-12-31,2015Q4,12.5,3799949.53530426,47499369191
44,2016-03-31,2016Q1,13.1,3799967.691127176,49779576754
45,2016-06-30,2016Q2,22.3,3799958.4545076857,84739073536
46,2016-09-30,2016Q3,21.0,3799992.056872791,79799833194
47,2016-12-30,2016Q4,18.5,3799923.664122137,70298587786
48,2017-03-31,2017Q1,19.4,3800007.394808844,73720143459
49,2017-06-30,2017Q2,17.3,3800031.905559544,65740551966
50,2017-09-29,2017Q3,16.5,3799938.5489879786,62698986058
51,2017-12-29,2017Q4,18.0,3800022.141855488,68400398553
52,2018-03-30,2018Q1,19.0,3800021.795989538,72200414124
53,2018-06-29,2018Q2,21.0,3800039.439952672,79800828239
54,2018-09-28,2018Q3,16.0,3800070.6048482,60801129678
55,2018-12-28,2018Q4,17.0,3800015.44878727,64600262629
56,2019-03-29,2019Q1,15.9,3799961.7224880382,60419391388
57,2019-06-28,2019Q2,17.0,3799936.183790683,64598915124
58,2019-09-30,2019Q3,15.0,3799944.2963434528,56999164445
59,2019-12-31,2019Q4,10.2,3800046.375019323,38760473025
60,2020-03-31,2020Q1,13.0,3799946.4893169743,49399304361
61,2020-06-30,2020Q2,11.9,3799968.480359324,45219624916
62,2020-09-30,2020Q3,10.2,3799960.676366496,38759598899
63,2020-12-31,2020Q4,10.5,3800078.06401249,39900819672
64,2021-03-31,2021Q1,12.5,3800078.003120125,47500975039
65,2021-06-30,2021Q2,10.0,3800008.075587499,38000080756
66,2021-09-30,2021Q3,13.0,3799927.800730015,49399061409
67,2021-12-31,2021Q4,13.5,3799944.866695546,51299255700
68,2022-03-31,2022Q1,13.0,3800047.242234558,49400614149
69,2022-06-30,2022Q2,10.1,3799959.1252810135,38379587165
