,date,quarter,price,shares_est,market_cap
0,2010-03-31,2010Q1,16.0,5399921.941065504,86398751057
1,2010-06-30,2010Q2,18.5,5400074.943792156,99901386460
2,2010-09-30,2010Q3,15.8,5400107.507615123,85321698620
3,2010-12-31,2010Q4,13.8,5399874.593855099,74518269395
4,2011-03-31,2011Q1,12.5,5399923.333880949,67499041674
5,2011-06-30,2011Q2,10.6,5400081.281932187,57240861588
6,2011-09-30,2011Q3,10.9,5400033.202368435,58860361906
7,2011-12-30,2011Q4,14.3,5399884.774524695,77218352276
8,2012-03-30,2012Q1,14.9,5400077.309625048,80461151913
9,2012-06-29,2012Q2,10.8,5399948.105864038,58319439543
10,2012-09-28,2012Q3,11.0,5399874.268581653,59398616954
11,2012-12-28,2012Q4,14.0,8100207.400938762,113402903613
12,2013-03-29,2013Q1,18.5,8100040.761660746,149850754091
13,2013-06-28,2013Q2,20.0,8100070.972320795,162001419446
14,2013-09-30,2013Q3,20.0,8099825.944507013,161996518890
15,2013-12-31,2013Q4,27.5,8100103.832357938,222752855390
16,2014-03-31,2014Q1,32.0,8099855.209945579,259195366718
17,2014-06-30,2014Q2,26.4,8100037.821482602,213840998487
18,2014-09-30,2014Q3,32.8,10800174.924113804,354245737511
19,2014-12-31,2014Q4,33.8,10800067.593665509,365042284666
20,2015-03-31,2015Q1,33.0,10799949.431099871,356398331226
21,2015-06-30,2015Q2,37.3,10800182.08826489,402846791892
22,2015-09-30,2015Q3,37.5,10800178.930887943,405006709908
23,2015-12-31,2015Q4,35.5,10799924.657820936,383397325353
24,2016-03-31,2016Q1,42.5,10800140.344721723,459005964651
25,2016-06-30,2016Q2,47.4,10800123.35526316,511925847039
26,2016-09-30,2016Q3,59.7,10799884.19224088,644753086277
27,2016-12-30,2016Q4,65.0,10799899.78884077,701993486275
28,2017-03-31,2017Q1,63.5,10799933.569530558,685795781665
29,2017-06-30,2017Q2,59.6,10799825.814318065,643669618533
30,2017-09-29,2017Q3,66.7,10800046.133060928,720363077075
31,2017-12-29,2017Q4,67.2,10799987.582652966,725759165554
32,2018-03-30,2018Q1,61.9,10799960.9425856,668517582346
33,2018-06-29,2018Q2,52.9,10799914.224446032,571315462473
34,2018-09-28,2018Q3,33.6,10799912.614372363,362877063843
35,2018-12-28,2018Q4,29.9,17280263.360542122,516679874480
36,2019-03-29,2019Q1,30.0,17999832.397553004,539994971927
37,2019-06-28,2019Q2,35.0,18000319.629230093,630011187023
38,2019-09-30,2019Q3,32.3,18000152.77671683,581404934688
39,2019-12-31,2019Q4,29.3,17999963.58206781,527398932955
40,2020-03-31,2020Q1,23.0,18000105.559465166,414002427868
41,2020-06-30,2020Q2,25.0,18000187.920472056,450004698012
42,2020-09-30,2020Q3,31.9,18000143.328077972,574204572166
43,2020-12-31,2020Q4,35.0,17958142.91649356,628535002077
44,2021-03-31,2021Q1,30.0,17958169.32417106,538745079725
45,2021-06-30,2021Q2,30.2,17958169.32417106,542336713590
46,2021-09-30,2021Q3,36.0,17957859.39427162,646482938194
47,2021-12-31,2021Q4,38.3,17957817.75441575,687784419994
48,2022-03-31,2022Q1,52.6,17957781.640069522,944579314268
49,2022-06-30,2022Q2,47.9,17958030.034756377,860189638665
