,quarter,roa
0,2007Q2,16.17
1,2007Q3,6.68
2,2007Q4,5.28
3,2008Q1,1.1
4,2008Q2,0.87
5,2008Q3,0.69
6,2008Q4,0.11
7,2009Q1,0.19
8,2009Q2,0.88
9,2009Q3,1.32
10,2009Q4,5.43
11,2010Q1,0.23
12,2010Q2,0.66
13,2010Q3,0.28
14,2010Q4,9.31
15,2011Q1,0.36
16,2011Q2,0.89
17,2011Q3,0.72
18,2011Q4,0.72
19,2012Q1,1.81
20,2012Q2,1.22
21,2012Q3,0.2
22,2012Q4,0.41
23,2013Q1,0.5
24,2013Q2,6.43
25,2013Q3,3.12
26,2013Q4,1.2
27,2014Q1,1.4
28,2014Q2,1.06
29,2014Q3,1.07
30,2014Q4,0.41
31,2015Q1,0.46
32,2015Q2,0.28
33,2015Q3,0.22
34,2015Q4,0.14
35,2016Q1,0.53
36,2016Q2,0.48
37,2016Q3,0.11
38,2016Q4,-0.09
39,2017Q1,0.5
40,2017Q2,0.6
41,2017Q3,0.2
42,2017Q4,1.02
43,2018Q1,0.42
44,2018Q2,0.02
45,2018Q3,0.24
46,2018Q4,0.59
47,2019Q1,0.34
48,2019Q2,0.42
49,2019Q3,0.14
50,2019Q4,1.2
51,2020Q1,0.11
52,2020Q2,0.44
53,2020Q3,0.36
54,2020Q4,0.26
55,2021Q1,0.5
56,2021Q2,0.29
57,2021Q3,-0.08
58,2021Q4,-1.39
59,2022Q1,0.56
60,2022Q2,0.67
