,quarter,roa
0,2013Q3,0.0
1,2014Q2,0.0
2,2014Q3,3.16
3,2014Q4,2.14
4,2015Q1,-0.1
5,2015Q2,3.44
6,2015Q3,0.67
7,2015Q4,-1.24
8,2016Q1,1.55
9,2016Q2,2.3
10,2016Q3,1.85
11,2016Q4,2.0
12,2017Q1,1.0
13,2017Q2,0.32
14,2017Q3,0.35
15,2017Q4,0.43
16,2018Q1,0.44
17,2018Q2,0.38
18,2018Q3,0.42
19,2018Q4,0.34
20,2019Q1,0.45
21,2019Q2,0.58
22,2019Q3,-0.15
23,2019Q4,0.61
24,2020Q1,0.33
25,2020Q2,1.79
26,2020Q3,0.99
27,2020Q4,0.82
28,2021Q1,2.89
29,2021Q2,3.69
30,2021Q3,4.68
31,2021Q4,2.03
32,2022Q1,0.27
33,2022Q2,-6.82
