quarter,change_perc_mean,change_perc_stdv
2015Q4,-0.0203225806451613,1.960329486977774
2016Q1,0.04355932203389829,3.810538364856193
2016Q2,0.44129032258064516,1.9427878261101652
2016Q3,-0.0943076923076923,1.265149409692845
2016Q4,-0.011692307692307679,1.598476392958668
2017Q1,0.08542372881355934,1.3426110973538021
2017Q2,0.010161290322580603,3.2429471982960214
2017Q3,-0.33781249999999996,2.432448938272207
2017Q4,0.09184615384615387,2.953242334868837
2018Q1,-0.09898305084745765,2.356793332062147
2018Q2,-0.011935483870967746,3.550468377649274
2018Q3,0.29484375000000007,3.0451225597288922
2018Q4,-0.13584615384615387,2.474717087560018
2019Q1,-0.07827586206896553,1.4613249670785544
2019Q2,-0.331311475409836,3.3297134388261482
2019Q3,0.3016923076923077,2.3284111865918686
2019Q4,0.27772727272727277,4.307950001657774
2020Q1,0.0,0.0
2020Q2,0.6908196721311476,2.607741228906712
2020Q3,0.041692307692307695,2.3892523472513645
2020Q4,0.05651515151515152,2.8648160055963006
2021Q1,-0.20948275862068963,3.0698959479559673
2021Q2,0.5164516129032257,3.7046232067752425
2021Q3,0.711111111111111,4.122724244614551
2021Q4,0.25742424242424244,4.004964730702693
2022Q1,0.3324137931034483,4.6157884313858215
2022Q2,-0.3923333333333333,3.257557766006622
2022Q3,0.11828125,2.0782780988478886
