,quarter,roa
0,2009Q1,271214452800.0
1,2010Q1,0.74
2,2011Q1,1.06
3,2011Q2,0.0
4,2012Q1,0.0
5,2012Q2,0.0
6,2012Q3,0.0
7,2013Q1,0.85
8,2013Q2,0.37
9,2013Q3,-0.41
10,2014Q4,3.51
11,2015Q1,0.0
12,2015Q2,0.0
13,2015Q3,0.0
14,2015Q4,4.95
15,2016Q1,0.41
16,2016Q2,1.12
17,2016Q3,0.4
18,2016Q4,3.97
19,2017Q1,2.63
20,2017Q2,1.63
21,2017Q3,2.35
22,2017Q4,3.27
23,2018Q1,2.26
24,2018Q2,1.53
25,2018Q3,1.25
26,2018Q4,0.28
27,2019Q1,1.04
28,2019Q2,1.46
29,2019Q3,0.74
30,2019Q4,1.01
31,2020Q1,0.98
32,2020Q2,0.88
33,2020Q3,0.77
34,2020Q4,1.07
35,2021Q1,0.84
36,2021Q2,0.73
37,2021Q3,0.47
38,2021Q4,0.81
39,2022Q1,1.13
40,2022Q2,0.23
