,date,quarter,price,shares_est,market_cap
0,2017-03-31,2017Q1,17.5,74488760.91398849,1303553315995
1,2017-06-30,2017Q2,14.3,74489427.25954567,1065198809812
2,2017-09-29,2017Q3,14.0,89388237.75638342,1251435328589
3,2017-12-29,2017Q4,15.0,97092944.46899396,1456394167035
4,2018-03-30,2018Q1,13.0,97093044.7125621,1262209581263
5,2018-06-29,2018Q2,13.7,97087961.02992344,1330105066110
6,2018-09-28,2018Q3,14.0,97091277.2060064,1359277880884
7,2018-12-28,2018Q4,15.3,194183416.6801097,2971006275206
8,2019-03-29,2019Q1,21.6,194177155.8245083,4194226565809
9,2019-06-28,2019Q2,22.7,194180636.06454647,4407900438665
10,2019-09-30,2019Q3,27.4,203884696.3562753,5586440680162
11,2019-12-31,2019Q4,27.0,203884827.91285127,5504890353647
12,2020-03-31,2020Q1,20.0,203893199.417312,4077863988346
13,2020-06-30,2020Q2,22.0,203887047.96489635,4485515055228
14,2020-09-30,2020Q3,15.9,203892133.66849032,3241884925329
15,2020-12-31,2020Q4,19.8,271170562.026108,5369177128117
16,2021-03-31,2021Q1,20.0,271183044.7858246,5423660895716
17,2021-06-30,2021Q2,17.3,271177848.6055777,4691376780876
18,2021-09-30,2021Q3,18.3,271168902.85977155,4962390922334
19,2021-12-31,2021Q4,23.45,303704639.63597953,7121873799464
20,2022-03-31,2022Q1,26.5,303708712.20952827,8048280873552
21,2022-06-30,2022Q2,24.5,321938205.0024522,7887486022560
