,quarter,roa
0,2007Q4,31.57
1,2008Q1,2.61
2,2008Q2,2.17
3,2008Q3,3.71
4,2008Q4,0.99
5,2009Q1,1.99
6,2009Q2,2.38
7,2009Q3,1.59
8,2009Q4,1.38
9,2010Q1,2.06
10,2010Q2,2.39
11,2010Q3,0.4
12,2010Q4,1.42
13,2011Q1,1.99
14,2011Q2,1.39
15,2011Q3,1.37
16,2011Q4,1.14
17,2012Q1,2.2
18,2012Q2,0.65
19,2012Q3,1.88
20,2012Q4,1.02
21,2013Q1,1.3
22,2013Q2,1.37
23,2013Q3,0.44
24,2013Q4,-0.05
25,2014Q1,1.2
26,2014Q2,1.83
27,2014Q3,0.31
28,2014Q4,-0.66
29,2015Q1,0.64
30,2015Q2,1.16
31,2015Q3,0.97
32,2015Q4,1.09
33,2016Q1,1.17
34,2016Q2,0.69
35,2016Q3,0.95
36,2016Q4,0.82
37,2017Q1,0.8
38,2017Q2,1.28
39,2017Q3,0.86
40,2017Q4,0.92
41,2018Q1,0.89
42,2018Q2,1.32
43,2018Q3,1.21
44,2018Q4,0.94
45,2019Q1,1.01
46,2019Q2,1.12
47,2019Q3,1.26
48,2019Q4,0.58
49,2020Q1,0.77
50,2020Q2,0.84
51,2020Q3,1.1
52,2020Q4,-1.1
53,2021Q1,0.16
54,2021Q2,0.35
55,2021Q3,0.44
56,2021Q4,0.56
57,2022Q1,0.3
58,2022Q2,0.5
