,date,quarter,price,shares_est,market_cap
0,2018-09-28,2018Q3,43.0,49999168.92502259,2149964263776
1,2018-12-28,2018Q4,42.0,50000637.92640344,2100026792909
2,2019-03-29,2019Q1,26.95,80000203.93596411,2156005496074
3,2019-06-28,2019Q2,25.9,79998724.0678607,2071966953358
4,2019-09-30,2019Q3,24.8,79999463.15930748,1983986686351
5,2019-12-31,2019Q4,24.8,79998992.40102439,1983975011545
6,2020-03-31,2020Q1,15.0,79999750.08330557,1199996251250
7,2020-06-30,2020Q2,18.05,79998765.57958029,1443977718711
8,2020-09-30,2020Q3,22.45,79998493.8014135,1795966185842
9,2020-12-31,2020Q4,28.7,79999217.46615541,2295977541279
10,2021-03-31,2021Q1,31.8,95998097.34513274,3052739495575
11,2021-06-30,2021Q2,44.3,96000337.0123852,4252814929649
12,2021-09-30,2021Q3,30.9,95998085.4617296,2966340840767
13,2021-12-31,2021Q4,41.0,201600082.0825516,8265603365385
14,2022-03-31,2022Q1,39.5,201598558.23383644,7963143050237
15,2022-06-30,2022Q2,22.0,201604836.9203461,4435306412248
