,quarter,roa
0,2006Q4,7.57
1,2007Q1,21.26
2,2007Q2,22.71
3,2007Q3,3.14
4,2007Q4,3.83
5,2008Q1,23.88
6,2008Q2,4.92
7,2008Q3,4.18
8,2008Q4,4.0
9,2009Q1,21.34
10,2009Q2,0.0
11,2009Q3,5.06
12,2009Q4,5.03
13,2010Q1,14.86
14,2010Q2,4.49
15,2010Q3,3.89
16,2010Q4,3.41
17,2011Q1,18.84
18,2011Q2,6.16
19,2011Q3,6.22
20,2011Q4,4.52
21,2012Q1,20.32
22,2012Q2,5.07
23,2012Q3,4.29
24,2012Q4,1.68
25,2013Q1,20.19
26,2013Q2,1.82
27,2013Q3,2.22
28,2013Q4,-0.47
29,2014Q1,21.59
30,2014Q2,2.0
31,2014Q3,2.09
32,2014Q4,-1.09
33,2015Q1,19.04
34,2015Q2,2.3
35,2015Q3,2.02
36,2015Q4,-0.43
37,2016Q1,21.96
38,2016Q2,2.53
39,2016Q3,1.54
40,2016Q4,0.04
41,2017Q1,20.93
42,2017Q2,1.62
43,2017Q3,1.4
44,2017Q4,1.01
45,2018Q1,20.0
46,2018Q2,2.15
47,2018Q3,2.61
48,2018Q4,-1.7
49,2019Q1,16.96
50,2019Q2,2.81
51,2019Q3,0.81
52,2019Q4,-1.92
53,2020Q1,2.94
54,2020Q2,-1.42
55,2020Q3,-1.61
56,2020Q4,0.15
57,2021Q1,4.12
58,2021Q2,-0.66
59,2021Q3,-1.49
60,2021Q4,-1.42
61,2022Q1,7.28
62,2022Q2,2.27
