,date,quarter,price,shares_est,market_cap
0,2011-09-30,2011Q3,17.5,7999710.794591859,139994938905
1,2011-12-30,2011Q4,19.2,7999729.510413849,153594806600
2,2012-03-30,2012Q1,29.7,7999925.562006848,237597789192
3,2012-06-29,2012Q2,28.7,7999787.234042553,229593893617
4,2012-09-28,2012Q3,28.3,7999933.492950253,226398117850
5,2012-12-28,2012Q4,25.9,8000189.143181388,207204898808
6,2013-03-29,2013Q1,27.9,8000215.084599943,223206000860
7,2013-06-28,2013Q2,25.0,7999931.33754463,199998283439
8,2013-09-30,2013Q3,26.8,8000264.8831203235,214407098868
9,2013-12-31,2013Q4,24.2,8000136.50945328,193603303529
10,2014-03-31,2014Q1,28.0,8000000.0,224000000000
11,2014-06-30,2014Q2,26.0,7999855.376382964,207996239786
12,2014-09-30,2014Q3,27.4,8000070.382882883,219201928491
13,2014-12-31,2014Q4,26.5,8000000.0,212000000000
14,2015-03-31,2015Q1,31.2,8000225.428313796,249607033363
15,2015-06-30,2015Q2,27.8,7999926.286303995,222397950759
16,2015-09-30,2015Q3,27.8,8000214.224507283,222405955441
17,2015-12-31,2015Q4,26.0,8000072.10845111,208001874820
18,2016-03-31,2016Q1,25.0,8000308.095201417,200007702380
19,2016-06-30,2016Q2,24.5,8000076.675356541,196001878546
20,2016-09-30,2016Q3,27.9,7999704.120127228,223191744952
21,2016-12-30,2016Q4,30.0,8000217.391304348,240006521739
22,2017-03-31,2017Q1,27.65,7999922.160815755,221197847747
23,2017-06-30,2017Q2,31.8,8000000.0,254400000000
24,2017-09-29,2017Q3,32.0,8000000.0,256000000000
25,2017-12-29,2017Q4,17.9,8000071.674311927,143201282970
26,2018-03-30,2018Q1,37.5,7999862.382164729,299994839331
27,2018-06-29,2018Q2,36.35,7999781.1337272925,290792044211
28,2018-09-28,2018Q3,28.5,7999659.098656849,227990284312
29,2018-12-28,2018Q4,21.7,7999800.013332444,173595660289
30,2019-03-29,2019Q1,30.85,8000064.528618442,246801990708
31,2019-06-28,2019Q2,36.0,8000218.786464411,288007876313
32,2019-09-30,2019Q3,32.3,7999859.35302391,258395457103
33,2019-12-31,2019Q4,50.9,8000139.159476761,407207083217
34,2020-03-31,2020Q1,26.0,7999929.423389089,207998165008
35,2020-06-30,2020Q2,46.0,8000000.0,368000000000
36,2020-09-30,2020Q3,48.0,8000187.564475289,384009003095
37,2020-12-31,2020Q4,35.05,8000307.660752743,280410783509
38,2021-03-31,2021Q1,40.05,8000339.481724567,320413596243
39,2021-06-30,2021Q2,37.45,7999753.48206582,299590767903
40,2021-09-30,2021Q3,32.0,7999470.549305096,255983057578
41,2021-12-31,2021Q4,36.0,8000139.664804469,288005027933
42,2022-03-31,2022Q1,35.5,7999359.385009609,283977258168
43,2022-06-30,2022Q2,35.25,8000000.0,282000000000
