,quarter,roa
0,2010Q3,2.81
1,2010Q4,1.38
2,2011Q1,1.25
3,2011Q2,1.61
4,2011Q3,0.46
5,2011Q4,-1.78
6,2012Q1,-3.75
7,2012Q2,-4.48
8,2012Q3,-3.38
9,2012Q4,-1.87
10,2013Q1,-0.73
11,2013Q2,0.21
12,2013Q3,-0.11
13,2013Q4,1.21
14,2014Q1,0.15
15,2014Q2,13.24
16,2014Q3,0.38
17,2014Q4,0.44
18,2015Q1,0.56
19,2015Q2,0.5
20,2015Q3,0.28
21,2015Q4,0.61
22,2016Q1,0.77
23,2016Q2,1.48
24,2016Q3,1.17
25,2016Q4,1.07
26,2017Q1,0.68
27,2017Q2,0.73
28,2017Q3,0.16
29,2017Q4,0.85
30,2018Q1,0.11
31,2018Q2,0.03
32,2018Q3,0.2
33,2018Q4,0.7
34,2019Q1,0.55
35,2019Q2,1.06
36,2019Q3,0.84
37,2019Q4,1.33
38,2020Q1,0.63
39,2020Q2,0.93
40,2020Q3,1.36
41,2020Q4,1.06
42,2021Q1,1.19
43,2021Q2,1.33
44,2021Q3,1.08
45,2021Q4,0.85
46,2022Q1,1.05
47,2022Q2,0.33
