,timestamp,delta_volume,date,note
0,1409763600,32800000.0,2014-09-04,"Niêm yết cổ phiếu lần đầu - 32,800,000 CP"
1,1411318800,32800000.0,2014-09-22,"Giao dịch lần đầu - 32,800,000 CP"
2,1441299600,3280000.0,2015-09-04,"Niêm yết cổ phiếu bổ sung - 3,280,000 CP"
3,1442250000,3280000.0,2015-09-15,"Giao dịch bổ sung - 3,280,000 CP"
4,1443459600,21600000.0,2015-09-29,"Niêm yết cổ phiếu bổ sung - 21,600,000 CP"
5,1444150800,21600000.0,2015-10-07,"Giao dịch bổ sung - 21,600,000 CP"
6,1515690000,,2018-01-12,Đưa cổ phiếu vào diện kiểm soát
7,1523293200,,2018-04-10,Đưa cổ phiếu vào diện cảnh báo
8,1536512400,,2018-09-10,Đưa cổ phiếu ra khỏi diện cảnh báo
9,1536771600,,2018-09-13,Đưa cổ phiếu ra khỏi diện kiểm soát
10,1588611600,,2020-05-05,Đưa cổ phiếu vào diện cảnh báo
11,1665507600,,2022-10-12,Đưa cổ phiếu vào diện kiểm soát
