,quarter,roa
0,2009Q4,8.24
1,2010Q1,1.23
2,2010Q3,0.33
3,2010Q4,4.44
4,2011Q1,-0.37
5,2011Q2,0.53
6,2011Q3,-0.17
7,2011Q4,0.15
8,2012Q1,0.01
9,2012Q2,0.01
10,2012Q3,0.01
11,2012Q4,0.07
12,2013Q1,0.0
13,2013Q2,0.01
14,2013Q3,0.01
15,2013Q4,0.03
16,2014Q1,0.0
17,2014Q2,0.01
18,2014Q3,0.13
19,2014Q4,0.55
20,2015Q1,0.4
21,2015Q2,0.47
22,2015Q3,0.34
23,2015Q4,1.07
24,2016Q1,0.32
25,2016Q2,0.38
26,2016Q3,0.12
27,2016Q4,1.89
28,2017Q1,0.49
29,2017Q2,0.86
30,2017Q3,1.18
31,2017Q4,2.1
32,2018Q1,1.49
33,2018Q2,0.81
34,2018Q3,0.93
35,2018Q4,2.65
36,2019Q1,1.45
37,2019Q2,0.82
38,2019Q3,1.36
39,2019Q4,3.58
40,2020Q1,1.15
41,2020Q2,0.87
42,2020Q3,2.95
43,2020Q4,3.23
44,2021Q1,1.53
45,2021Q2,1.39
46,2021Q3,3.17
47,2021Q4,3.75
48,2022Q1,1.34
49,2022Q2,1.83
