,quarter,roa
0,2009Q1,1.36
1,2009Q3,3.64
2,2009Q4,3.97
3,2010Q1,4.71
4,2010Q2,1.5
5,2010Q3,2.86
6,2010Q4,0.66
7,2011Q1,1.16
8,2011Q2,0.39
9,2011Q3,0.13
10,2011Q4,0.17
11,2012Q1,0.08
12,2012Q2,0.06
13,2012Q3,0.02
14,2012Q4,0.06
15,2013Q1,-0.06
16,2013Q2,-0.63
17,2013Q3,-0.7
18,2013Q4,-0.43
19,2014Q1,1.0
20,2014Q2,1.04
21,2014Q3,0.92
22,2014Q4,2.3
23,2015Q1,0.18
24,2015Q2,2.43
25,2015Q3,0.31
26,2015Q4,0.23
27,2016Q1,0.1
28,2016Q2,-0.33
29,2016Q3,0.34
30,2016Q4,0.47
31,2017Q1,0.3
32,2017Q2,0.27
33,2017Q3,0.11
34,2017Q4,4.14
35,2018Q1,0.75
36,2018Q2,0.24
37,2018Q3,0.75
38,2018Q4,2.6
39,2019Q1,1.12
40,2019Q2,0.45
41,2019Q3,1.15
42,2019Q4,0.47
43,2020Q1,0.04
44,2020Q2,-0.4
45,2020Q3,-0.64
46,2020Q4,4.17
47,2021Q1,0.1
48,2021Q2,0.16
49,2021Q3,0.02
50,2021Q4,0.04
51,2022Q1,0.15
52,2022Q2,0.11
