,quarter,roa
0,2009Q1,1.4
1,2009Q3,0.0
2,2009Q4,1.16
3,2010Q1,3.49
4,2010Q2,7.91
5,2010Q3,0.22
6,2010Q4,0.44
7,2011Q1,-0.98
8,2011Q2,1.94
9,2011Q3,-0.77
10,2011Q4,-10.14
11,2012Q1,-3.17
12,2012Q2,-13.71
13,2012Q3,-5.61
14,2012Q4,-4.64
15,2013Q1,-0.78
16,2013Q2,-16.83
17,2013Q3,-2.39
18,2013Q4,21.54
19,2014Q1,-0.45
20,2014Q2,-0.69
21,2014Q3,-25.76
22,2014Q4,-0.86
23,2015Q1,0.1
24,2015Q2,18.4
25,2015Q3,4.27
26,2015Q4,64.69
27,2016Q1,1.44
28,2016Q2,2.69
29,2016Q3,4.42
30,2016Q4,2.35
31,2017Q1,0.39
32,2017Q2,0.14
33,2017Q3,0.48
34,2017Q4,3.13
35,2018Q1,0.29
36,2018Q2,0.0
37,2018Q3,0.03
38,2018Q4,0.31
39,2019Q1,0.12
40,2019Q2,0.53
41,2019Q3,0.42
42,2019Q4,0.46
43,2020Q1,0.37
44,2020Q2,1.59
45,2020Q3,0.26
46,2020Q4,-0.29
47,2021Q1,0.03
48,2021Q2,0.08
49,2021Q3,0.03
50,2021Q4,1.04
51,2022Q1,0.07
52,2022Q2,0.5
