,quarter,roa
0,2009Q1,-15.25
1,2009Q2,8.91
2,2009Q3,4.88
3,2009Q4,4.93
4,2010Q1,-2.25
5,2010Q2,0.27
6,2010Q3,0.55
7,2010Q4,2.62
8,2011Q1,0.91
9,2011Q2,1.96
10,2011Q3,0.47
11,2011Q4,4.65
12,2012Q1,-0.48
13,2012Q2,-2.37
14,2012Q3,-0.51
15,2012Q4,0.21
16,2013Q1,-0.62
17,2013Q2,-1.58
18,2013Q3,-2.91
19,2013Q4,7.01
20,2014Q1,0.23
21,2014Q2,-1.31
22,2014Q3,-0.1
23,2014Q4,4.51
24,2015Q1,-1.55
25,2015Q2,-1.22
26,2015Q3,-3.35
27,2015Q4,4.37
28,2016Q1,-0.67
29,2016Q2,5.88
30,2016Q3,0.26
31,2016Q4,2.55
32,2017Q1,-0.57
33,2017Q2,-0.89
34,2017Q3,-5.28
35,2017Q4,-3.37
36,2018Q1,-1.76
37,2018Q2,-1.64
38,2018Q3,-1.93
39,2018Q4,-2.53
40,2019Q1,-0.21
41,2019Q2,-1.9
42,2019Q3,-0.24
43,2019Q4,3.64
44,2020Q1,2.35
45,2020Q2,-1.1
46,2020Q3,0.08
47,2020Q4,4.91
48,2021Q1,-1.62
49,2021Q2,-1.46
50,2021Q3,-2.43
51,2021Q4,-2.51
52,2022Q1,-2.67
53,2022Q2,-0.71
