,date,quarter,price,shares_est,market_cap
0,2006-12-29,2006Q4,33.5,2238556.5181799578,74991643359
1,2007-03-30,2007Q1,100.0,2200038.0662352494,220003806624
2,2007-06-29,2007Q2,92.0,2199924.8402856067,202393085306
3,2007-09-28,2007Q3,51.7,2200037.4134813244,113741934277
4,2007-12-28,2007Q4,95.4,6094226.026403598,581389162919
5,2008-03-31,2008Q1,30.6,6093840.675283566,186471524664
6,2008-06-30,2008Q2,20.2,6093869.856334915,123096171098
7,2008-09-30,2008Q3,43.7,6093958.638658199,266305992509
8,2008-12-31,2008Q4,29.1,6093883.357041252,177332005690
9,2009-03-31,2009Q1,26.8,6093991.567111736,163318973999
10,2009-06-30,2009Q2,44.3,6093902.8084296165,269959894413
11,2009-09-30,2009Q3,69.7,6094036.238550458,424754325827
12,2009-12-31,2009Q4,70.0,6094069.529652352,426584867076
13,2010-03-31,2010Q1,63.3,8999898.99755069,569693606545
14,2010-06-30,2010Q2,73.0,8999895.555903703,656992375581
15,2010-09-30,2010Q3,56.5,8999899.721727794,508494334278
16,2010-12-31,2010Q4,44.5,9000075.7002271,400503368660
17,2011-03-31,2011Q1,46.0,9000000.0,414000000000
18,2011-06-30,2011Q2,33.4,9000000.0,300600000000
19,2011-09-30,2011Q3,29.9,8999950.835791543,269098529990
20,2011-12-30,2011Q4,23.7,8999976.006526224,213299431355
21,2012-03-30,2012Q1,17.5,8999905.566835072,157498347420
22,2012-06-29,2012Q2,19.5,9000024.627508927,175500480236
23,2012-09-28,2012Q3,14.0,9000095.34706331,126001334859
24,2012-12-28,2012Q4,10.8,9000023.318720268,97200251842
25,2013-03-29,2013Q1,15.6,9000023.100556724,140400360369
26,2013-06-28,2013Q2,26.1,9000066.818121074,234901743953
27,2013-09-30,2013Q3,14.1,17999701.507387694,253795791254
28,2013-12-31,2013Q4,15.6,17999903.95236037,280798501657
29,2014-03-31,2014Q1,16.3,18000323.027226582,293405265344
30,2014-06-30,2014Q2,13.2,25999380.31660188,343191820179
31,2014-09-30,2014Q3,12.6,25999776.798169743,327597187657
32,2014-12-31,2014Q4,11.8,26000000.0,306800000000
33,2015-03-31,2015Q1,15.1,26000243.427458618,392603675755
34,2015-06-30,2015Q2,16.0,26000530.222693533,416008483563
35,2015-09-30,2015Q3,15.4,25999627.26304579,400394259851
36,2015-12-31,2015Q4,13.0,26000202.163145658,338002628121
37,2016-03-31,2016Q1,10.7,26000098.926645894,278201058515
38,2016-06-30,2016Q2,10.3,26000519.48051948,267805350649
39,2016-09-30,2016Q3,9.1,26000000.0,236600000000
40,2016-12-30,2016Q4,9.3,26000249.02878773,241802315968
41,2017-03-31,2017Q1,10.3,25999420.429847863,267794030427
42,2017-06-30,2017Q2,11.1,25999633.23902337,288595928953
43,2017-09-29,2017Q3,11.0,26000208.50708924,286002293578
44,2017-12-29,2017Q4,9.9,26000000.0,257400000000
45,2018-03-30,2018Q1,10.3,25999534.233814623,267795202608
46,2018-06-29,2018Q2,8.5,25999889.69168827,220999062379
47,2018-09-28,2018Q3,8.0,25999453.790692598,207995630326
48,2018-12-28,2018Q4,7.1,25999675.07852269,184597693058
49,2019-03-29,2019Q1,6.3,26000214.7766323,163801353093
50,2019-06-28,2019Q2,6.6,26000334.57870964,171602208219
51,2019-09-30,2019Q3,6.0,26000496.6065221,156002979639
52,2019-12-31,2019Q4,5.2,25999672.792714182,135198298522
53,2020-03-31,2020Q1,4.6,26000108.073057387,119600497136
54,2020-06-30,2020Q2,4.6,26000000.0,119600000000
55,2020-09-30,2020Q3,6.2,25999781.84991274,161198647469
56,2020-12-31,2020Q4,8.4,25999625.00669631,218396850056
57,2021-03-31,2021Q1,8.8,25999582.59417719,228796326829
58,2021-06-30,2021Q2,9.5,25999836.414199248,246998445935
59,2021-09-30,2021Q3,11.6,25999347.50693274,301592431080
60,2021-12-31,2021Q4,12.3,26000217.414936405,319802674204
61,2022-03-31,2022Q1,12.9,26000215.25049777,335402776731
62,2022-06-30,2022Q2,9.0,25999501.964473467,233995517680
