,quarter,roa
0,2009Q4,8.19
1,2010Q1,1.05
2,2010Q2,1.73
3,2010Q3,0.44
4,2010Q4,1.19
5,2011Q1,0.1
6,2011Q2,0.34
7,2011Q3,0.14
8,2011Q4,-0.5
9,2012Q1,-2.83
10,2012Q2,-0.28
11,2012Q3,1.11
12,2012Q4,1.79
13,2013Q1,-1.44
14,2013Q2,-0.34
15,2013Q3,0.51
16,2013Q4,2.2
17,2014Q1,1.56
18,2014Q2,1.29
19,2014Q3,1.53
20,2014Q4,2.73
21,2015Q1,2.89
22,2015Q2,4.51
23,2015Q3,2.12
24,2015Q4,0.36
25,2016Q1,0.87
26,2016Q2,1.35
27,2016Q3,0.01
28,2016Q4,0.05
29,2017Q1,-0.6
30,2017Q2,0.7
31,2017Q3,0.27
32,2017Q4,0.02
33,2018Q1,-0.02
34,2018Q2,-0.44
35,2018Q3,0.88
36,2018Q4,-0.37
37,2019Q1,0.04
38,2019Q2,-0.04
39,2019Q3,-0.03
40,2019Q4,0.19
41,2020Q1,0.08
42,2020Q2,0.0
43,2020Q3,0.02
44,2020Q4,0.04
45,2021Q1,0.46
46,2021Q2,0.64
47,2021Q3,0.29
48,2021Q4,0.45
49,2022Q1,0.89
50,2022Q2,1.55
