,quarter,roa
0,2008Q1,0.84
1,2008Q2,0.04
2,2008Q3,0.55
3,2008Q4,1.24
4,2009Q1,0.14
5,2009Q2,0.94
6,2009Q3,0.15
7,2009Q4,1.74
8,2010Q1,1.4
9,2010Q2,0.83
10,2010Q3,0.55
11,2010Q4,0.58
12,2011Q1,0.18
13,2011Q2,0.75
14,2011Q3,0.58
15,2011Q4,0.81
16,2012Q1,0.09
17,2012Q2,0.25
18,2012Q3,0.23
19,2012Q4,0.34
20,2013Q1,0.05
21,2013Q2,0.22
22,2013Q3,0.08
23,2013Q4,0.29
24,2014Q1,0.04
25,2014Q2,0.02
26,2014Q3,0.06
27,2014Q4,0.67
28,2015Q1,-0.07
29,2015Q2,0.37
30,2015Q3,0.25
31,2015Q4,0.04
32,2016Q1,-0.1
33,2016Q2,0.02
34,2016Q3,0.15
35,2016Q4,0.62
36,2017Q1,0.07
37,2017Q2,0.01
38,2017Q3,0.2
39,2017Q4,-0.01
40,2018Q1,0.14
41,2018Q2,0.02
42,2018Q3,0.23
43,2018Q4,-0.19
44,2019Q1,0.11
45,2019Q2,0.19
46,2019Q3,0.9
47,2019Q4,-0.04
48,2020Q1,0.0
49,2020Q2,0.02
50,2020Q3,0.32
51,2020Q4,0.25
52,2021Q1,0.11
53,2021Q2,0.27
54,2021Q3,0.21
55,2021Q4,0.51
56,2022Q1,0.08
57,2022Q2,0.26
