,quarter,roa
0,2011Q1,0.38
1,2011Q2,0.35
2,2011Q3,0.29
3,2011Q4,-9.55
4,2012Q1,-6.8
5,2012Q2,-6.22
6,2012Q3,-1.42
7,2012Q4,1.17
8,2013Q1,-0.35
9,2013Q2,-1.97
10,2013Q3,-0.99
11,2013Q4,0.86
12,2014Q1,0.99
13,2014Q2,1.23
14,2014Q3,2.25
15,2014Q4,2.72
16,2015Q1,3.19
17,2015Q2,6.18
18,2015Q3,6.33
19,2015Q4,5.37
20,2016Q1,7.45
21,2016Q2,4.29
22,2016Q3,3.74
23,2016Q4,5.79
24,2017Q1,5.85
25,2017Q2,10.58
26,2017Q3,10.94
27,2017Q4,8.98
28,2018Q1,9.97
29,2018Q2,11.15
30,2018Q3,11.15
31,2018Q4,9.98
32,2019Q1,9.01
33,2019Q2,3.78
34,2019Q3,5.77
35,2019Q4,5.83
36,2020Q1,0.91
37,2020Q2,4.48
38,2020Q3,3.49
39,2020Q4,1.04
40,2021Q1,1.78
41,2021Q2,2.69
42,2021Q3,2.12
43,2021Q4,1.34
44,2022Q1,1.33
45,2022Q2,-0.1
