,quarter,price,price_diff,price_diff_perc
1,2011Q2,11.0,-3.1999999999999993,-22.535211267605632
2,2011Q3,10.3,-0.6999999999999993,-6.363636363636357
3,2011Q4,9.8,-0.5,-4.854368932038835
4,2012Q1,11.2,1.3999999999999986,14.28571428571427
5,2012Q2,10.2,-1.0,-8.928571428571429
6,2012Q3,8.9,-1.299999999999999,-12.745098039215677
7,2012Q4,8.5,-0.40000000000000036,-4.494382022471914
8,2013Q1,10.8,2.3000000000000007,27.05882352941177
9,2013Q2,10.4,-0.40000000000000036,-3.703703703703707
10,2013Q3,9.0,-1.4000000000000004,-13.461538461538463
11,2013Q4,10.4,1.4000000000000004,15.555555555555559
12,2014Q1,15.1,4.699999999999999,45.192307692307686
13,2014Q2,12.8,-2.299999999999999,-15.231788079470192
14,2014Q3,10.8,-2.0,-15.625
15,2014Q4,11.7,0.8999999999999986,8.33333333333332
16,2015Q1,12.5,0.8000000000000007,6.837606837606844
17,2015Q2,9.5,-3.0,-24.0
18,2015Q3,8.4,-1.0999999999999996,-11.57894736842105
19,2015Q4,8.1,-0.3000000000000007,-3.5714285714285796
20,2016Q1,8.0,-0.09999999999999964,-1.2345679012345636
21,2016Q2,6.2,-1.7999999999999998,-22.499999999999996
22,2016Q3,6.3,0.09999999999999964,1.6129032258064457
23,2016Q4,6.3,0.0,0.0
24,2017Q1,6.0,-0.2999999999999998,-4.761904761904759
25,2017Q2,5.6,-0.40000000000000036,-6.666666666666672
26,2017Q3,5.4,-0.1999999999999993,-3.571428571428559
27,2017Q4,5.5,0.09999999999999964,1.8518518518518452
28,2018Q1,5.4,-0.09999999999999964,-1.8181818181818117
29,2018Q2,5.0,-0.40000000000000036,-7.407407407407414
30,2018Q3,4.9,-0.09999999999999964,-1.999999999999993
31,2018Q4,5.7,0.7999999999999998,16.326530612244895
32,2019Q1,6.0,0.2999999999999998,5.263157894736839
33,2019Q2,5.6,-0.40000000000000036,-6.666666666666672
34,2019Q3,5.3,-0.2999999999999998,-5.357142857142854
35,2019Q4,6.5,1.2000000000000002,22.641509433962266
36,2020Q1,6.0,-0.5,-7.6923076923076925
37,2020Q2,5.7,-0.2999999999999998,-4.999999999999997
38,2020Q3,6.0,0.2999999999999998,5.263157894736839
39,2020Q4,8.0,2.0,33.333333333333336
40,2021Q1,7.8,-0.20000000000000018,-2.500000000000002
41,2021Q2,11.3,3.500000000000001,44.87179487179489
42,2021Q3,18.3,7.0,61.94690265486725
43,2021Q4,14.0,-4.300000000000001,-23.497267759562845
44,2022Q1,19.2,5.199999999999999,37.14285714285713
45,2022Q2,14.6,-4.6,-23.958333333333332
