,quarter,roa
0,2007Q3,4.48
1,2007Q4,9.53
2,2008Q1,2.81
3,2008Q2,1.59
4,2008Q3,1.41
5,2008Q4,0.54
6,2009Q1,1.94
7,2009Q2,1.31
8,2009Q3,1.78
9,2009Q4,0.58
10,2010Q1,1.5
11,2010Q2,2.01
12,2010Q3,1.82
13,2010Q4,0.2
14,2011Q1,0.88
15,2011Q2,0.49
16,2011Q3,-0.01
17,2011Q4,0.99
18,2012Q1,0.46
19,2012Q2,0.11
20,2012Q3,0.06
21,2012Q4,-0.12
22,2013Q1,0.03
23,2013Q2,0.03
24,2013Q3,0.01
25,2013Q4,0.24
26,2014Q1,0.23
27,2014Q2,0.2
28,2014Q3,0.31
29,2014Q4,0.27
30,2015Q1,0.35
31,2015Q2,0.52
32,2015Q3,0.28
33,2015Q4,1.09
34,2016Q1,0.43
35,2016Q2,0.46
36,2016Q3,0.58
37,2016Q4,0.73
38,2017Q1,1.07
39,2017Q2,1.03
40,2017Q3,0.75
41,2017Q4,0.75
42,2018Q1,0.85
43,2018Q2,0.91
44,2018Q3,0.9
45,2018Q4,0.75
46,2019Q1,0.92
47,2019Q2,0.69
48,2019Q3,0.82
49,2019Q4,1.14
50,2020Q1,1.2
51,2020Q2,1.17
52,2020Q3,1.43
53,2020Q4,-0.26
54,2021Q1,0.68
55,2021Q2,0.36
56,2021Q3,0.22
57,2021Q4,1.57
58,2022Q1,0.14
59,2022Q2,0.19
