,quarter,roa
0,2007Q1,8.67
1,2007Q2,5.71
2,2007Q3,1.87
3,2007Q4,12.67
4,2008Q1,1.26
5,2008Q2,1.52
6,2008Q3,0.53
7,2008Q4,-23.55
8,2009Q1,0.55
9,2009Q2,11.36
10,2009Q3,1.13
11,2009Q4,0.52
12,2010Q1,3.39
13,2010Q2,8.77
14,2010Q3,0.7
15,2010Q4,-0.51
16,2011Q1,0.8
17,2011Q2,0.4
18,2011Q3,0.51
19,2011Q4,-1.09
20,2012Q1,1.39
21,2012Q2,1.67
22,2012Q3,-1.44
23,2012Q4,-0.63
24,2013Q1,1.63
25,2013Q2,0.49
26,2013Q3,0.78
27,2013Q4,-1.93
28,2014Q1,2.24
29,2014Q2,-0.54
30,2014Q3,0.01
31,2014Q4,0.48
32,2015Q1,1.18
33,2015Q2,-0.64
34,2015Q3,-0.03
35,2015Q4,-0.15
36,2016Q1,0.06
37,2016Q2,1.7
38,2016Q3,-1.07
39,2016Q4,0.54
40,2017Q1,0.95
41,2017Q2,1.22
42,2017Q3,0.1
43,2017Q4,-0.66
44,2018Q1,0.28
45,2018Q2,-2.52
46,2018Q3,-0.72
47,2018Q4,1.4
48,2019Q1,0.28
49,2019Q2,-1.61
50,2019Q3,-0.24
51,2019Q4,1.61
52,2020Q1,0.15
53,2020Q2,-1.83
54,2020Q3,1.29
55,2020Q4,0.45
56,2021Q1,0.35
57,2021Q2,0.44
58,2021Q3,0.53
59,2021Q4,1.17
60,2022Q1,3.87
61,2022Q2,-4.45
