,quarter,roa
0,2010Q3,6.79
1,2010Q4,11022165181600.0
2,2011Q1,0.55
3,2011Q2,0.53
4,2011Q3,-0.49
5,2011Q4,-1.88
6,2012Q1,-0.07
7,2012Q2,0.04
8,2012Q3,-0.01
9,2012Q4,0.22
10,2013Q1,0.02
11,2013Q2,0.07
12,2013Q3,0.01
13,2013Q4,0.02
14,2014Q1,0.03
15,2014Q2,0.03
16,2014Q3,0.04
17,2014Q4,0.72
18,2015Q1,0.01
19,2015Q2,0.05
20,2015Q3,0.18
21,2015Q4,0.07
22,2016Q1,0.02
23,2016Q2,0.29
24,2016Q3,-0.06
25,2016Q4,0.45
26,2017Q1,0.03
27,2017Q2,2.37
28,2017Q3,1.61
29,2017Q4,0.26
30,2018Q1,0.27
31,2018Q2,0.04
32,2018Q3,0.01
33,2018Q4,0.47
34,2019Q1,0.05
35,2019Q2,0.29
36,2019Q3,0.35
37,2019Q4,0.06
38,2020Q1,0.26
39,2020Q2,-0.03
40,2020Q3,0.04
41,2020Q4,0.13
42,2021Q1,0.17
43,2021Q2,0.09
44,2021Q3,0.11
45,2021Q4,0.29
46,2022Q1,0.13
47,2022Q2,0.16
