,quarter,roa
0,2009Q4,23.18
1,2010Q1,12.56
2,2010Q2,10.9
3,2010Q3,12.24
4,2010Q4,8.99
5,2011Q1,7.56
6,2011Q2,7.65
7,2011Q3,5.43
8,2011Q4,11.76
9,2012Q1,5.47
10,2012Q2,4.83
11,2012Q3,4.16
12,2012Q4,7.79
13,2013Q1,5.55
14,2013Q2,7.13
15,2013Q3,6.08
16,2013Q4,2.09
17,2014Q1,3.71
18,2014Q2,3.9
19,2014Q3,2.26
20,2014Q4,4.87
21,2015Q1,5.17
22,2015Q2,6.93
23,2015Q3,6.18
24,2015Q4,6.74
25,2016Q1,4.91
26,2016Q2,6.46
27,2016Q3,5.07
28,2016Q4,3.16
29,2017Q1,3.34
30,2017Q2,2.85
31,2017Q3,2.36
32,2017Q4,1.77
33,2018Q1,2.22
34,2018Q2,2.4
35,2018Q3,2.06
36,2018Q4,2.51
37,2019Q1,2.57
38,2019Q2,3.21
39,2019Q3,3.21
40,2019Q4,4.92
41,2020Q1,5.28
42,2020Q2,6.39
43,2020Q3,4.35
44,2020Q4,4.28
45,2021Q1,4.64
46,2021Q2,4.92
47,2021Q3,2.32
48,2021Q4,4.15
49,2022Q1,3.31
50,2022Q2,3.62
