,date,quarter,price,shares_est,market_cap
0,2018-09-28,2018Q3,12.5,8015205.231229812,100190065390
1,2018-12-28,2018Q4,12.2,8015295.639601248,97786606803
2,2019-03-29,2019Q1,12.3,8014882.697947214,98583057185
3,2019-06-28,2019Q2,11.6,8015279.653187407,92977243977
4,2019-09-30,2019Q3,12.1,8015112.398463572,96982860021
5,2019-12-31,2019Q4,10.1,8015146.831530139,80952982998
6,2020-03-31,2020Q1,8.3,11621800.595238095,96460944940
7,2020-06-30,2020Q2,9.2,11622199.062011464,106924231371
8,2020-09-30,2020Q3,10.2,13946640.97838834,142255737980
9,2020-12-31,2020Q4,15.5,13946008.041355545,216163124641
10,2021-03-31,2021Q1,13.8,13946664.491926275,192463969989
11,2021-06-30,2021Q2,11.9,13946087.940510832,165958446492
12,2021-09-30,2021Q3,13.5,13945768.592547895,188267875999
13,2021-12-31,2021Q4,14.6,21337310.003534816,311524726052
14,2022-03-31,2022Q1,12.9,21336969.910258666,275246911842
15,2022-06-30,2022Q2,9.7,21337372.50457676,206972513294
