,quarter,roa
0,2009Q1,2.26
1,2009Q2,0.0
2,2009Q3,0.0
3,2009Q4,1.57
4,2010Q1,1.49
5,2010Q2,2.25
6,2010Q3,2.64
7,2010Q4,2.35
8,2011Q1,2.34
9,2011Q2,2.17
10,2011Q3,2.65
11,2011Q4,3.31
12,2012Q1,3.32
13,2012Q2,3.27
14,2012Q3,2.89
15,2012Q4,2.43
16,2013Q1,2.15
17,2013Q2,1.96
18,2013Q3,1.91
19,2013Q4,1.84
20,2014Q1,2.16
21,2014Q2,2.09
22,2014Q3,2.18
23,2014Q4,2.32
24,2015Q1,2.35
25,2015Q2,2.77
26,2015Q3,2.5
27,2015Q4,2.12
28,2016Q1,2.04
29,2016Q2,1.99
30,2016Q3,2.03
31,2016Q4,2.01
32,2017Q1,1.92
33,2017Q2,2.22
34,2017Q3,1.92
35,2017Q4,1.86
36,2018Q1,1.85
37,2018Q2,1.31
38,2018Q3,1.22
39,2018Q4,1.05
40,2019Q1,0.93
41,2019Q2,0.82
42,2019Q3,1.01
43,2019Q4,0.89
44,2020Q1,0.64
45,2020Q2,0.37
46,2020Q3,0.33
47,2020Q4,0.31
48,2021Q1,0.32
49,2021Q2,0.28
50,2021Q3,0.27
51,2021Q4,0.31
52,2022Q1,0.27
53,2022Q2,0.16
