,quarter,roa
0,2009Q4,2.71
1,2010Q1,3.11
2,2010Q2,1.67
3,2010Q3,1.3
4,2010Q4,2.43
5,2011Q1,1.03
6,2011Q2,0.6
7,2011Q3,0.13
8,2011Q4,-0.61
9,2012Q1,-0.18
10,2012Q2,0.13
11,2012Q3,-0.98
12,2012Q4,0.21
13,2013Q1,0.07
14,2013Q2,-0.03
15,2013Q3,-0.18
16,2013Q4,0.54
17,2014Q1,0.1
18,2014Q2,0.64
19,2014Q3,0.98
20,2014Q4,0.58
21,2015Q1,1.14
22,2015Q2,1.67
23,2015Q3,1.17
24,2015Q4,0.68
25,2016Q1,1.1
26,2016Q2,1.73
27,2016Q3,1.0
28,2016Q4,1.99
29,2017Q1,1.25
30,2017Q2,0.83
31,2017Q3,0.73
32,2017Q4,1.15
33,2018Q1,0.93
34,2018Q2,0.78
35,2018Q3,0.54
36,2018Q4,0.72
37,2019Q1,0.04
38,2019Q2,0.68
39,2019Q3,1.48
40,2019Q4,0.66
41,2020Q1,0.0
42,2020Q2,0.14
43,2020Q3,0.65
44,2020Q4,0.28
45,2021Q1,0.72
46,2021Q2,0.55
47,2021Q3,0.02
48,2021Q4,0.24
49,2022Q1,0.23
50,2022Q2,0.38
