,timestamp,delta_volume,date,note
0,1259773200,90650957.0,2009-12-03,"Niêm yết cổ phiếu bổ sung - 90,650,957 CP"
1,1260378000,90650957.0,2009-12-10,"Giao dịch bổ sung - 90,650,957 CP"
2,1274720400,22055239.0,2010-05-25,"Niêm yết cổ phiếu bổ sung - 22,055,239 CP"
3,1275238800,22055239.0,2010-05-31,"Giao dịch bổ sung - 22,055,239 CP"
4,1294160400,19000000.0,2011-01-05,"Niêm yết cổ phiếu bổ sung - 19,000,000 CP"
5,1294765200,19000000.0,2011-01-12,"Giao dịch bổ sung - 19,000,0000 CP"
6,1298826000,155759893.0,2011-02-28,"Giao dịch bổ sung - 155,759,893 CP"
7,1338742800,70090459.0,2012-06-04,"Niêm yết cổ phiếu bổ sung - 70,090,459 CP"
8,1372093200,107474210.0,2013-06-25,"Niêm yết cổ phiếu bổ sung - 107,474,210 CP"
9,1372093200,107474210.0,2013-06-25,"Giao dịch bổ sung - 107,474,210 CP"
10,1375203600,73309434.0,2013-07-31,"Niêm yết cổ phiếu bổ sung - 73,309,434 CP"
11,1375203600,73309434.0,2013-07-31,"Giao dịch bổ sung - 73,309,434 CP"
12,1411664400,71813254.0,2014-09-26,"Niêm yết cổ phiếu bổ sung - 71,813,254 CP"
13,1412096400,71813254.0,2014-10-01,"Giao dịch bổ sung - 71,813,254 CP"
14,1494522000,,2017-05-12,Đưa cổ phiếu vào diện cảnh báo
15,1502816400,137500000.0,2017-08-16,"Niêm yết cổ phiếu bổ sung - 137,500,000 CP"
16,1503248400,137500000.0,2017-08-21,"Giao dịch bổ sung - 137,500,000 CP"
17,1503334800,,2017-08-22,Đưa cổ phiếu ra khỏi diện cảnh báo
18,1525626000,,2018-05-07,Đưa cổ phiếu vào diện cảnh báo
19,1619542800,,2021-04-28,Đưa cổ phiếu vào diện kiểm soát
20,1665421200,,2022-10-11,Đưa cổ phiếu vào diện cảnh báo
