,quarter,roa
0,-2011Q2,1.74
1,2007Q3,4.27
2,2007Q4,1.02
3,2008Q1,2.41
4,2008Q2,4.47
5,2008Q3,1.47
6,2008Q4,-2.38
7,2009Q1,0.65
8,2009Q2,0.0
9,2009Q3,1.31
10,2009Q4,0.61
11,2010Q1,1.43
12,2010Q2,0.47
13,2010Q3,0.31
14,2010Q4,0.71
15,2011Q1,1.54
16,2011Q2,0.83
17,2011Q3,0.43
18,2011Q4,-1.63
19,2012Q1,0.03
20,2012Q2,-0.02
21,2012Q3,-0.01
22,2012Q4,0.0
23,2013Q1,-0.32
24,2013Q2,-1.55
25,2013Q3,-1.23
26,2013Q4,-0.3
27,2014Q1,0.52
28,2014Q2,0.37
29,2014Q3,0.15
30,2014Q4,0.4
31,2015Q1,0.37
32,2015Q2,0.1
33,2015Q3,-0.84
34,2015Q4,-0.23
35,2016Q1,0.2
36,2016Q2,0.27
37,2016Q3,-0.24
38,2016Q4,0.67
39,2017Q1,0.3
40,2017Q2,-1.91
41,2017Q3,-0.13
42,2017Q4,-4.73
43,2018Q1,0.07
44,2018Q2,-2.23
45,2018Q3,-2.84
46,2018Q4,-1.56
47,2019Q1,0.25
48,2019Q2,0.37
49,2019Q3,0.88
50,2019Q4,0.23
51,2020Q1,0.59
52,2020Q2,-0.35
53,2020Q3,0.13
54,2020Q4,0.22
55,2021Q1,0.29
56,2021Q2,0.52
57,2021Q3,-0.02
58,2021Q4,-2.55
59,2022Q1,0.52
60,2022Q2,0.23
