,quarter,roa
0,2009Q1,0.56
1,2009Q2,1.72
2,2009Q3,3.31
3,2010Q2,2.13
4,2010Q3,6.96
5,2011Q2,1.86
6,2011Q3,1.79
7,2011Q4,0.97
8,2012Q1,1.07
9,2012Q2,0.46
10,2012Q3,1.23
11,2012Q4,1.37
12,2013Q1,0.25
13,2013Q2,0.42
14,2013Q3,0.61
15,2013Q4,1.6
16,2014Q1,0.41
17,2014Q2,0.68
18,2014Q3,0.57
19,2014Q4,1.91
20,2015Q1,0.78
21,2015Q2,0.21
22,2015Q3,1.15
23,2015Q4,1.06
24,2016Q1,0.19
25,2016Q2,1.31
26,2016Q3,1.59
27,2016Q4,1.5
28,2017Q1,0.66
29,2017Q2,1.6
30,2017Q3,0.93
31,2017Q4,1.4
32,2018Q1,0.93
33,2018Q2,1.09
34,2018Q3,1.25
35,2018Q4,2.41
36,2019Q1,0.65
37,2019Q2,0.86
38,2019Q3,1.49
39,2019Q4,2.37
40,2020Q1,1.28
41,2020Q2,1.67
42,2020Q3,1.42
43,2020Q4,1.51
44,2021Q1,1.52
45,2021Q2,1.92
46,2021Q3,1.17
47,2021Q4,2.79
48,2022Q1,1.73
49,2022Q2,2.03
