,quarter,roa
0,2009Q4,8.39
1,2010Q3,11.48
2,2010Q4,5.22
3,2011Q1,5.9
4,2011Q2,6.04
5,2011Q3,6.28
6,2011Q4,3.53
7,2012Q1,3.33
8,2012Q2,5.09
9,2012Q3,5.28
10,2012Q4,4.63
11,2013Q1,4.07
12,2013Q2,4.71
13,2013Q3,4.16
14,2013Q4,3.97
15,2014Q1,4.64
16,2014Q2,5.84
17,2014Q3,3.42
18,2014Q4,3.53
19,2015Q1,2.85
20,2015Q2,3.67
21,2015Q3,4.43
22,2015Q4,3.4
23,2016Q1,2.1
24,2016Q2,2.16
25,2016Q3,3.05
26,2016Q4,3.24
27,2017Q1,0.93
28,2017Q2,2.55
29,2017Q3,2.57
30,2017Q4,1.87
31,2018Q1,0.69
32,2018Q2,1.76
33,2018Q3,0.67
34,2018Q4,0.98
35,2019Q1,1.02
36,2019Q2,1.2
37,2019Q3,1.27
38,2019Q4,1.08
39,2020Q1,0.73
40,2020Q2,0.74
41,2020Q3,2.08
42,2020Q4,3.03
43,2021Q1,0.96
44,2021Q2,2.05
45,2021Q3,1.07
46,2021Q4,1.94
47,2022Q1,1.09
48,2022Q2,-0.2
