,Quý,DT từ KD chứng khoán (MilVND),Lợi nhuận gộp(MilVND),LNT từ KD chứng khoán(MilVND),LNST thu nhập DN(MilVND),LNST của CĐ cty mẹ (MilVND),Tài sản ngắn hạn(MilVND),Các khoản cho vay(MilVND),Tổng tài sản(MilVND),Nợ phải trả(MilVND),Nợ ngắn hạn(MilVND),Vốn chủ sở hữu(MilVND),Lợi ích của cổ đông thiểu số(MilVND),EPS của 4 quý gần nhất(VND),BVPS cơ bản(VND),P/E cơ bản(Times),ROS(%),ROEA(%),ROAA(%)
0,2007Q1,579192.0,516542.0,516287.0,464669.0,464669.0,4907504.0,,5084884.0,3435841.0,2575440.0,1649043.0,0.0,9293.0,32981.0,24.82,80.23,0.01,0.0
1,2007Q2,302205.0,226462.0,226282.0,203875.0,203875.0,4216618.0,,4422816.0,2599726.0,1756244.0,1823090.0,0.0,13371.0,36462.0,11.46,67.46,0.01,0.0
2,2007Q3,170778.0,92353.0,91893.0,82902.0,82902.0,6204084.0,,6494723.0,2466252.0,1820697.0,4028470.0,0.0,15029.0,80569.0,13.42,48.54,0.0,0.0
3,2007Q4,240618.0,119260.0,119059.0,107104.0,107104.0,2974804.0,,6134410.0,2082561.0,1525902.0,4051849.0,0.0,15238.0,33765.0,11.03,44.51,29.73,15.51
4,2008Q1,385374.0,123436.0,123436.0,114357.0,114357.0,3486631.0,,6560311.0,2262929.0,1330928.0,4297382.0,0.0,6865.0,31444.0,8.23,29.67,14.32,8.61
5,2008Q2,250863.0,-101935.0,-101935.0,-141620.0,-141620.0,2770249.0,,5644953.0,1848050.0,941389.0,3796902.0,0.0,1703.0,27782.0,18.79,-56.45,4.02,2.62
6,2008Q3,417238.0,247453.0,247453.0,260740.0,260740.0,3031200.0,,6065540.0,2025254.0,1128443.0,4040286.0,0.0,2864.0,29941.0,18.85,62.49,8.42,5.58
7,2008Q4,269327.0,43043.0,43043.0,40985.0,40985.0,2831855.0,,5620293.0,1712090.0,935465.0,3908202.0,0.0,2071.0,28597.0,13.91,15.22,6.84,4.6
8,2009Q1,104902.0,48652.0,48652.0,30275.0,30275.0,2453072.0,,5496157.0,1516836.0,943489.0,3979321.0,0.0,1407.0,25952.0,19.55,28.86,4.84,3.34
9,2009Q2,198935.0,218849.0,218849.0,204969.0,204969.0,3594441.0,,6562889.0,2379565.0,1778285.0,4183324.0,0.0,3899.0,27283.0,16.42,103.03,13.33,9.05
10,2009Q3,355534.0,333240.0,330513.0,300937.0,300937.0,4517999.0,,7104820.0,2400895.0,1974848.0,4703924.0,0.0,4071.0,30678.0,20.39,84.64,13.76,9.32
11,2009Q4,462155.0,285564.0,283776.0,267899.0,267899.0,4738111.0,,7076985.0,2258484.0,1895264.0,4818501.0,0.0,5485.0,31425.0,15.41,57.97,18.19,12.26
12,2010Q1,450069.0,360837.0,357033.0,270697.0,270697.0,6949763.0,,9193475.0,3758777.0,3741645.0,5434698.0,0.0,6830.0,15479.0,6.32,60.15,21.83,13.96
13,2010Q2,381303.0,207791.0,205837.0,152952.0,152952.0,6623195.0,,8883714.0,3674512.0,3461779.0,5209202.0,0.0,5142.0,14836.0,6.69,40.11,19.69,12.31
14,2010Q3,349954.0,224103.0,221850.0,146165.0,144808.0,6933614.0,,9041334.0,3616572.0,3457921.0,5351406.0,73357.0,3422.0,15241.0,7.86,41.77,16.07,9.78
15,2010Q4,322041.0,118309.0,115176.0,118349.0,118824.0,6366260.0,,8792895.0,3262007.0,3119700.0,5458006.0,72882.0,2317.0,15545.0,13.81,36.75,12.81,7.66
16,2011Q1,232122.0,-44745.0,-47202.0,-101876.0,-101954.0,4119825.0,,6608492.0,1254399.0,1112353.0,5281133.0,72960.0,925.0,15041.0,24.34,-43.89,5.91,3.78
17,2011Q2,245090.0,20296.0,17569.0,5079.0,1398.0,4129629.0,,6556650.0,1594361.0,1485584.0,4885647.0,76641.0,466.0,13915.0,38.0,2.07,3.11,2.1
18,2011Q3,208946.0,92273.0,90278.0,83908.0,83153.0,4351424.0,,6854771.0,1808574.0,1701397.0,4968801.0,77396.0,290.0,14152.0,67.17,40.16,1.97,1.41
19,2011Q4,161884.0,117511.0,102686.0,95641.0,96531.0,3223901.0,,6507513.0,1350342.0,1180434.0,5080665.0,76506.0,227.0,14409.0,60.35,59.08,1.57,1.19
20,2012Q1,164424.0,163063.0,161094.0,185207.0,185106.0,3905440.0,,7350409.0,2008514.0,1977796.0,5265287.0,76607.0,1051.0,14932.0,17.51,112.64,7.25,5.37
21,2012Q2,230821.0,28442.0,25462.0,69339.0,69387.0,4909099.0,,8228936.0,3159771.0,3142058.0,4986606.0,82560.0,1245.0,14142.0,16.71,30.04,8.55,6.0
22,2012Q3,181134.0,51145.0,42854.0,46538.0,45305.0,4904018.0,,8209267.0,3096626.0,3066296.0,5028848.0,83793.0,1135.0,14262.0,14.36,25.69,7.79,5.23
23,2012Q4,272915.0,152121.0,147369.0,164408.0,164502.0,4837002.0,,7980876.0,2705604.0,2677707.0,5191573.0,83699.0,1328.0,14723.0,12.27,60.24,9.07,5.85
24,2013Q1,166729.0,102431.0,99944.0,160062.0,160490.0,5152296.0,,8450826.0,3000725.0,2985401.0,5366829.0,83272.0,1258.0,15169.0,13.92,96.0,8.55,5.35
25,2013Q2,178631.0,67677.0,64501.0,95868.0,95766.0,5730578.0,,9028529.0,3862124.0,3842334.0,5083032.0,83373.0,1332.0,14367.0,13.21,53.67,9.02,5.54
26,2013Q3,177147.0,90889.0,88293.0,94293.0,94204.0,5096538.0,,8439134.0,3180527.0,3147981.0,5175145.0,83462.0,1470.0,14628.0,11.29,53.23,9.9,6.08
27,2013Q4,204437.0,79471.0,75707.0,67113.0,67584.0,4467396.0,,7705074.0,2379901.0,2353917.0,5242182.0,82990.0,1193.0,14817.0,15.09,32.83,8.01,4.97
28,2014Q1,375793.0,279398.0,276383.0,175099.0,175234.0,6406914.0,,9648264.0,4147553.0,4125608.0,5417854.0,82856.0,1234.0,15314.0,24.15,46.59,8.28,4.97
29,2014Q2,492851.0,343349.0,339926.0,281080.0,280927.0,8486201.0,,11092093.0,5693399.0,5661972.0,5315684.0,83009.0,1762.0,15025.0,14.7,57.03,11.69,6.7
30,2014Q3,417900.0,222396.0,219638.0,188301.0,187871.0,7643139.0,,10213017.0,4539426.0,4510292.0,5590152.0,83440.0,2028.0,15801.0,15.24,45.06,13.2,7.36
31,2014Q4,277967.0,29539.0,23976.0,100215.0,100799.0,6412053.0,,8914435.0,3140630.0,3112711.0,5690950.0,82856.0,2118.0,16085.0,12.99,36.05,13.53,7.47
32,2015Q1,281556.0,142083.0,139345.0,111205.0,111450.0,7328834.0,,9985358.0,4037811.0,3505009.0,5864945.0,82602.0,1932.0,13725.0,10.45,39.5,12.13,6.78
33,2015Q2,326949.0,385625.0,382241.0,336114.0,336538.0,8238336.0,,10877739.0,4639372.0,3787541.0,6156189.0,82178.0,2043.0,14406.0,11.9,102.8,12.65,7.37
34,2015Q3,350579.0,233255.0,230487.0,142139.0,142490.0,9199584.0,,11691541.0,5296989.0,4569768.0,6312725.0,81827.0,1817.0,13430.0,12.93,40.54,10.95,5.91
35,2015Q4,373794.0,256242.0,252061.0,260741.0,261427.0,10944974.0,,13397481.0,6669872.0,5946595.0,6646469.0,81140.0,2070.0,13845.0,10.73,69.76,13.64,7.42
36,2016Q1,367364.0,222192.0,141509.0,141403.0,141732.0,11074629.0,3772132.0,12521330.0,5660871.0,4938420.0,6860459.0,80812.0,2002.0,14291.0,10.54,38.49,13.58,7.28
37,2016Q2,578223.0,426075.0,325680.0,282556.0,283039.0,11817070.0,4383736.0,13506910.0,6427324.0,6392271.0,7079585.0,80329.0,1786.0,14747.0,11.65,48.87,12.32,6.48
38,2016Q3,688174.0,525542.0,439684.0,359656.0,360268.0,12433103.0,3982582.0,13915291.0,6476783.0,6242653.0,7438508.0,79717.0,2191.0,15495.0,10.18,52.26,14.94,7.85
39,2016Q4,583008.0,195319.0,106706.0,91382.0,91997.0,11884989.0,3779178.0,13227969.0,6075402.0,5841951.0,7152567.0,79101.0,1826.0,14602.0,10.73,15.67,11.01,5.91
40,2017Q1,545187.0,440668.0,363664.0,293963.0,294619.0,12629286.0,3956176.0,14964437.0,6518132.0,5968602.0,8446305.0,78445.0,2134.0,17243.0,11.18,53.92,12.5,6.77
41,2017Q2,694633.0,463004.0,370005.0,303702.0,304324.0,14357473.0,4195715.0,16390421.0,7586827.0,6720980.0,8803593.0,77823.0,2167.0,17972.0,12.76,43.72,13.24,7.21
42,2017Q3,632043.0,300731.0,243415.0,216508.0,217031.0,15772358.0,4729077.0,17352426.0,8449833.0,7818491.0,8902593.0,77300.0,1862.0,18174.0,13.45,34.26,10.9,5.86
43,2017Q4,1026215.0,556278.0,415230.0,346931.0,345879.0,17227983.0,5764072.0,18764375.0,10148125.0,9354274.0,8616250.0,78353.0,2372.0,17238.0,12.14,33.81,13.37,6.89
