,date,quarter,price,shares_est,market_cap
0,2009-12-31,2009Q4,22.2,36600933.38213763,812540721083
1,2010-03-31,2010Q1,18.1,36601239.13604681,662482428362
2,2010-06-30,2010Q2,17.9,36598961.13200788,655121404263
3,2010-09-30,2010Q3,12.0,36599337.155141525,439192045862
4,2010-12-31,2010Q4,10.2,36601036.26943005,373330569948
5,2011-03-31,2011Q1,6.7,50297673.04279235,336994409387
6,2011-06-30,2011Q2,4.5,50302110.03746796,226359495169
7,2011-09-30,2011Q3,5.6,50298148.87751083,281669633714
8,2011-12-30,2011Q4,2.9,50300481.95141143,145871397659
9,2012-03-30,2012Q1,5.7,50299272.22659323,286705851692
10,2012-06-29,2012Q2,6.0,50297847.24270127,301787083456
11,2012-09-28,2012Q3,3.9,50301593.58606355,196176214986
12,2012-12-28,2012Q4,4.7,50301044.54079621,236414909342
13,2013-03-29,2013Q1,4.0,50301701.24889369,201206804996
14,2013-06-28,2013Q2,4.1,50298651.44207107,206224470912
15,2013-09-30,2013Q3,3.7,50298516.204607576,186104509957
16,2013-12-31,2013Q4,4.5,50302325.58139535,226360465116
17,2014-03-31,2014Q1,6.9,50300332.29085223,347072292807
18,2014-06-30,2014Q2,4.7,50302079.168332666,236419772091
19,2014-09-30,2014Q3,5.3,50299665.76143722,266588228536
20,2014-12-31,2014Q4,5.3,50298495.799960926,266582027740
21,2015-03-31,2015Q1,5.8,50300482.62548263,291742799228
22,2015-06-30,2015Q2,8.4,50298791.5120373,422509848701
23,2015-09-30,2015Q3,8.0,50301024.35253189,402408194820
24,2015-12-31,2015Q4,7.6,50300944.92698292,382287181445
25,2016-03-31,2016Q1,5.4,50298021.28056748,271609314915
26,2016-06-30,2016Q2,5.4,50298393.05504248,271611322497
27,2016-09-30,2016Q3,4.7,50298449.96789874,236402714849
28,2016-12-30,2016Q4,4.3,50300113.57183418,216290488359
29,2017-03-31,2017Q1,4.1,50298416.56516443,206223507917
30,2017-06-30,2017Q2,4.2,50299176.916674376,211256543050
31,2017-09-29,2017Q3,4.3,50300834.10565338,216293586654
32,2017-12-29,2017Q4,4.0,50301457.02692733,201205828108
33,2018-03-30,2018Q1,3.4,50299768.41130153,171019212598
34,2018-06-29,2018Q2,2.8,50297596.15384615,140833269231
35,2018-09-28,2018Q3,3.1,50300773.22110208,155932396985
36,2018-12-28,2018Q4,3.0,50302126.20027435,150906378601
37,2019-03-29,2019Q1,3.3,50298375.77702025,165984640064
38,2019-06-28,2019Q2,2.7,50301179.879942045,135813185676
39,2019-09-30,2019Q3,1.9,50299222.64763894,95568523031
40,2019-12-31,2019Q4,1.9,50299381.80747718,95568825434
41,2020-03-31,2020Q1,1.6,50301191.43780291,80481906300
42,2020-06-30,2020Q2,2.1,50301368.47440446,105632873796
43,2020-09-30,2020Q3,2.2,50297949.33655006,110655488540
44,2020-12-31,2020Q4,3.6,50300028.876696505,181080103956
45,2021-03-31,2021Q1,6.3,50299726.1385536,316888274673
46,2021-06-30,2021Q2,8.8,50298855.9203795,442629932099
47,2021-09-30,2021Q3,10.9,50299270.80211767,548262051743
48,2021-12-31,2021Q4,18.1,50300047.28132388,910430855792
49,2022-03-31,2022Q1,13.5,50299922.525663376,679048954096
50,2022-06-30,2022Q2,8.0,50299628.1853632,402397025483
