,date,quarter,price,shares_est,market_cap
0,2007-03-30,2007Q1,200.0,17738904.56644433,3547780913289
1,2007-06-29,2007Q2,197.0,17595263.91901663,3466266992046
2,2007-09-28,2007Q3,185.0,17576936.558009114,3251733263232
3,2007-12-28,2007Q4,138.0,17541476.819014516,2420723801024
4,2008-03-31,2008Q1,92.0,22999879.697800875,2115988932198
5,2008-06-30,2008Q2,55.5,22999818.006915737,1276489899384
6,2008-09-30,2008Q3,41.5,22999948.073527884,954497845051
7,2008-12-31,2008Q4,28.7,25250044.618954133,724676280564
8,2009-03-31,2009Q1,36.6,25250136.26678559,924154987364
9,2009-06-30,2009Q2,70.0,25249700.2997003,1767479020979
10,2009-09-30,2009Q3,108.0,25249994.570057124,2726999413566
11,2009-12-31,2009Q4,67.0,37874666.91454422,2537602683274
12,2010-03-31,2010Q1,59.0,37875383.65267141,2234647635508
13,2010-06-30,2010Q2,50.5,37875294.33350662,1912702363842
14,2010-09-30,2010Q3,34.7,37874942.55514706,1314260506664
15,2010-12-31,2010Q4,34.5,37874690.06825464,1306676807355
16,2011-03-31,2011Q1,25.6,37874954.44989488,969598833917
17,2011-06-30,2011Q2,17.5,37875323.85284127,662818167425
18,2011-09-30,2011Q3,17.2,37875207.11607221,651453562396
19,2011-12-30,2011Q4,11.4,37875207.11607221,431777361123
20,2012-03-30,2012Q1,14.9,37875285.21503047,564341749704
21,2012-06-29,2012Q2,14.8,37875097.39978644,560551441517
22,2012-09-28,2012Q3,10.0,37874644.85578993,378746448558
23,2012-12-28,2012Q4,12.1,37875394.32176656,458292271293
24,2013-03-29,2013Q1,12.2,38093356.04770017,464738943782
25,2013-06-28,2013Q2,12.4,38092840.30558632,472351219789
26,2013-09-30,2013Q3,11.2,38092742.96222945,426638721177
27,2013-12-31,2013Q4,13.7,38150848.73317167,522666627644
28,2014-03-31,2014Q1,18.9,38150153.50265141,721037901200
29,2014-06-30,2014Q2,15.7,38150758.35013951,598966906097
30,2014-09-30,2014Q3,18.0,38150587.584681325,686710576524
31,2014-12-31,2014Q4,19.4,38150073.12713288,740111418666
32,2015-03-31,2015Q1,18.1,38150854.1024923,690530459255
33,2015-06-30,2015Q2,16.8,41964566.0740327,705004710044
34,2015-09-30,2015Q3,13.4,41964923.28930443,562329972077
35,2015-12-31,2015Q4,13.8,41965067.365725785,579117929647
36,2016-03-31,2016Q1,12.8,41964654.57188721,537147578520
37,2016-06-30,2016Q2,11.9,70987896.20341344,844755964821
38,2016-09-30,2016Q3,11.4,70987476.78887594,809257235393
39,2016-12-30,2016Q4,10.2,70987080.87204114,724068224895
40,2017-03-31,2017Q1,13.65,70987634.34167393,968981208764
41,2017-06-30,2017Q2,16.7,81634887.65402271,1363302623822
42,2017-09-29,2017Q3,15.45,81633007.54790014,1261229966615
43,2017-12-29,2017Q4,14.8,81635383.10060866,1208203669889
44,2018-03-30,2018Q1,15.3,81634941.32985659,1249014602347
45,2018-06-29,2018Q2,13.95,81636342.42153165,1138826976780
46,2018-09-28,2018Q3,12.1,81635827.95126173,987793518210
47,2018-12-28,2018Q4,10.1,81634783.01842341,824511308486
48,2019-03-29,2019Q1,11.5,81635903.03993642,938812884959
49,2019-06-28,2019Q2,9.8,81634248.98107956,800015640015
50,2019-09-30,2019Q3,10.75,93880227.59601706,1009212446657
51,2019-12-31,2019Q4,9.97,93880401.68794402,935987604829
52,2020-03-31,2020Q1,5.79,93877242.64705884,543549234926
53,2020-06-30,2020Q2,8.45,93878706.49694651,793275069899
54,2020-09-30,2020Q3,7.71,112651262.01383276,868541230127
55,2020-12-31,2020Q4,10.15,112651989.13424464,1143417689713
56,2021-03-31,2021Q1,7.52,112655001.51714373,847165611409
57,2021-06-30,2021Q2,7.3,112655148.61507316,822382584890
58,2021-09-30,2021Q3,12.05,112653475.46080393,1357474379303
59,2021-12-31,2021Q4,13.3,112656341.05198587,1498329335991
60,2022-03-31,2022Q1,12.4,112659664.60723744,1396979841130
61,2022-06-30,2022Q2,5.5,112662468.51385392,619643576826
