,quarter,roa
0,2006Q2,8.32
1,2006Q3,5.14
2,2007Q1,3.7
3,2007Q2,4.6
4,2007Q3,2.33
5,2007Q4,4.59
6,2008Q1,1.99
7,2008Q2,1.84
8,2008Q3,2.25
9,2008Q4,7.18
10,2009Q1,3.47
11,2009Q2,3.14
12,2009Q3,6.96
13,2009Q4,3.4
14,2010Q1,2.54
15,2010Q2,2.6
16,2010Q3,4.27
17,2010Q4,3.24
18,2011Q1,0.91
19,2011Q2,0.57
20,2011Q3,-0.51
21,2011Q4,0.18
22,2012Q1,0.13
23,2012Q2,0.09
24,2012Q3,-0.38
25,2012Q4,0.8
26,2013Q1,0.04
27,2013Q2,0.07
28,2013Q3,0.7
29,2013Q4,0.95
30,2014Q1,0.41
31,2014Q2,0.59
32,2014Q3,0.04
33,2014Q4,0.54
34,2015Q1,0.34
35,2015Q2,0.78
36,2015Q3,0.83
37,2015Q4,1.62
38,2016Q1,0.49
39,2016Q2,1.78
40,2016Q3,0.26
41,2016Q4,1.27
42,2017Q1,1.45
43,2017Q2,2.21
44,2017Q3,1.43
45,2017Q4,0.1
46,2018Q1,1.02
47,2018Q2,1.76
48,2018Q3,0.19
49,2018Q4,2.08
50,2019Q1,0.43
51,2019Q2,1.05
52,2019Q3,0.17
53,2019Q4,1.74
54,2020Q1,-0.34
55,2020Q2,0.22
56,2020Q3,0.33
57,2020Q4,-0.44
58,2021Q1,-0.01
59,2021Q2,3.09
60,2021Q3,0.74
61,2021Q4,-26.87
62,2022Q1,3.19
63,2022Q2,-0.87
