,Quý,Thu nhập lãi thuần(MilVND),Chi phí hoạt động(MilVND),Tổng TNTT(MilVND),Tổng LNST(MilVND),LNST của CĐ Ngân hàng mẹ(MilVND),Tổng tài sản(MilVND)," - Tiền, vàng gửi và cho vay các TCTD(MilVND)", - Cho vay khách hàng(MilVND),Nợ phải trả(MilVND), - Tiền gửi và vay các TCTD(MilVND), - Tiền gửi của khách hàng(MilVND),Vốn và các quỹ(MilVND), - Vốn của TCTD(MilVND), - Lợi nhuận chưa phân phối(MilVND),EPS của 4 quý gần nhất(VND),BVPS cơ bản(VND),P/E cơ bản(Times),ROEA(%),ROAA(%)
0,2006Q1,688859.0,240537.0,806756.0,583864.0,583864.0,125327003.0,16784978.0,84008618.0,118399041.0,17115448.0,88193260.0,6927962.0,4634134.0,641771.0,1470.0,17446.0,0.0,8.68,0.47
1,2009Q1,1188810.0,478676.0,1031338.0,793391.0,793391.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0
2,2010Q1,1969039.0,676914.0,1443340.0,1095211.0,1095211.0,295195682.0,32624267.0,209532410.0,272772970.0,23381719.0,190381474.0,22422712.0,16009449.0,1925403.0,777.0,15911.0,0.0,5.47,0.37
3,2010Q3,2093092.0,1169076.0,936447.0,718439.0,718439.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0
4,2011Q3,3082228.0,1885523.0,572551.0,447015.0,458884.0,398583889.0,59231312.0,269367019.0,373716500.0,27709065.0,243632917.0,24648189.0,14969963.0,2818539.0,354.0,19037.0,0.0,3.72,0.23
5,2012Q1,2867350.0,1614518.0,1865472.0,1401981.0,1394599.0,419111349.0,47264122.0,295705604.0,391803962.0,31005728.0,248724007.0,27089039.0,16399866.0,1594065.0,1297.0,18955.0,0.0,5.42,0.34
6,2012Q2,2703241.0,971667.0,1666907.0,1273731.0,1275756.0,444454482.0,38373029.0,318210437.0,419911922.0,32797942.0,282765501.0,24336675.0,23041701.0,1275756.0,1360.0,10576.0,0.0,4.96,0.3
7,2012Q3,2791222.0,1288527.0,439247.0,341220.0,337512.0,456156590.0,42549148.0,327615712.0,429891581.0,37073699.0,293196574.0,26055433.0,24429611.0,1612709.0,1307.0,11323.0,0.0,1.34,0.07
8,2012Q4,3838359.0,1929855.0,1748086.0,1304343.0,1304819.0,484695976.0,53770291.0,334079218.0,457584337.0,38430524.0,303576073.0,26902581.0,24429611.0,2032234.0,1874.0,11691.0,0.0,4.93,0.28
9,2013Q1,3123529.0,1602316.0,1514745.0,1145827.0,1141722.0,485923016.0,46665541.0,338146076.0,458051256.0,39763896.0,320039354.0,27658447.0,24429611.0,2884798.0,1764.0,12019.0,0.0,4.22,0.24
