,quarter,roa
0,2007Q1,2.19
1,2007Q2,3.6
2,2007Q3,3.7
3,2007Q4,4.11
4,2008Q1,2.41
5,2008Q2,3.84
6,2008Q3,6.84
7,2008Q4,3.47
8,2009Q1,6.58
9,2009Q2,11.35
10,2009Q3,9.7
11,2009Q4,0.74
12,2010Q1,3.28
13,2010Q2,4.75
14,2010Q3,6.09
15,2010Q4,1.95
16,2011Q1,2.32
17,2011Q2,2.84
18,2011Q3,1.31
19,2011Q4,1.63
20,2012Q1,1.1
21,2012Q2,1.28
22,2012Q3,1.27
23,2012Q4,1.75
24,2013Q1,0.96
25,2013Q2,1.68
26,2013Q3,1.36
27,2013Q4,1.19
28,2014Q1,0.85
29,2014Q2,1.57
30,2014Q3,1.14
31,2014Q4,1.89
32,2015Q1,1.65
33,2015Q2,2.28
34,2015Q3,1.39
35,2015Q4,1.88
36,2016Q1,1.72
37,2016Q2,1.99
38,2016Q3,2.05
39,2016Q4,2.43
40,2017Q1,1.23
41,2017Q2,3.03
42,2017Q3,1.21
43,2017Q4,1.44
44,2018Q1,1.62
45,2018Q2,1.41
46,2018Q3,2.33
47,2018Q4,2.12
48,2019Q1,1.63
49,2019Q2,2.0
50,2019Q3,1.55
51,2019Q4,2.38
52,2020Q1,1.16
53,2020Q2,1.11
54,2020Q3,2.07
55,2020Q4,1.92
56,2021Q1,1.64
57,2021Q2,1.59
58,2021Q3,0.92
59,2021Q4,2.68
60,2022Q1,1.56
61,2022Q2,1.86
