quarter,trend
2005Q1,0.0
2005Q2,0.0
2005Q3,100.0
2005Q4,0.0
2006Q1,0.0
2006Q2,39.45945945945946
2006Q3,0.0
2006Q4,69.1891891891892
2007Q1,13.513513513513514
2007Q2,10.27027027027027
2007Q3,25.405405405405407
2007Q4,37.2972972972973
2008Q1,40.54054054054054
2008Q2,50.270270270270274
2008Q3,28.64864864864865
2008Q4,18.37837837837838
2009Q1,32.432432432432435
2009Q2,48.108108108108105
2009Q3,42.16216216216216
2009Q4,29.18918918918919
2010Q1,52.432432432432435
2010Q2,46.486486486486484
2010Q3,31.89189189189189
2010Q4,38.91891891891892
2011Q1,40.54054054054054
2011Q2,43.78378378378378
2011Q3,34.054054054054056
2011Q4,30.81081081081081
2012Q1,40.0
2012Q2,38.91891891891892
2012Q3,29.18918918918919
2012Q4,32.972972972972975
2013Q1,43.24324324324324
2013Q2,35.13513513513514
2013Q3,29.72972972972973
2013Q4,32.972972972972975
2014Q1,37.83783783783784
2014Q2,33.513513513513516
2014Q3,29.18918918918919
2014Q4,27.56756756756757
2015Q1,43.24324324324324
2015Q2,42.7027027027027
2015Q3,29.18918918918919
2015Q4,28.10810810810811
2016Q1,34.5945945945946
2016Q2,25.945945945945947
2016Q3,22.7027027027027
2016Q4,22.7027027027027
2017Q1,32.972972972972975
2017Q2,27.027027027027028
2017Q3,22.16216216216216
2017Q4,22.16216216216216
2018Q1,30.27027027027027
2018Q2,20.54054054054054
2018Q3,16.756756756756758
2018Q4,20.54054054054054
2019Q1,29.18918918918919
2019Q2,23.783783783783782
2019Q3,22.16216216216216
2019Q4,24.324324324324323
2020Q1,23.243243243243242
2020Q2,25.945945945945947
2020Q3,18.37837837837838
2020Q4,19.45945945945946
2021Q1,18.91891891891892
2021Q2,18.91891891891892
2021Q3,17.83783783783784
2021Q4,17.2972972972973
2022Q1,17.2972972972973
2022Q2,17.83783783783784
2022Q3,15.675675675675675
