,date,quarter,price,shares_est,market_cap
0,2017-06-30,2017Q2,62.0,4648916.862957099,288232845503
1,2017-09-29,2017Q3,62.7,4639704.217912925,290909454463
2,2017-12-29,2017Q4,54.5,4631833.230156381,252434911044
3,2018-03-30,2018Q1,57.5,4651429.432632335,267457192376
4,2018-06-29,2018Q2,53.7,4639664.3221402345,249149974099
5,2018-09-28,2018Q3,48.0,4626883.747500714,222090419880
6,2018-12-28,2018Q4,50.0,4607328.233847835,230366411692
7,2019-03-29,2019Q1,47.0,4616102.672469781,216956825606
8,2019-06-28,2019Q2,51.0,4602947.424072203,234750318628
9,2019-09-30,2019Q3,52.0,4599416.246166023,239169644801
10,2019-12-31,2019Q4,53.0,4596444.696402178,243611568909
11,2020-03-31,2020Q1,33.4,4626369.687163936,154520747551
12,2020-06-30,2020Q2,31.2,4626065.044954947,144333229403
13,2020-09-30,2020Q3,32.0,4627704.252340624,148086536075
14,2020-12-31,2020Q4,33.0,4616246.432530603,152336132274
15,2021-03-31,2021Q1,48.0,4614435.698460237,221492913526
16,2021-06-30,2021Q2,50.9,4607000.706349296,234496335953
17,2021-09-30,2021Q3,45.5,4598217.7406505365,209218907200
18,2021-12-31,2021Q4,45.0,4577734.089356142,205998034021
19,2022-03-31,2022Q1,54.5,4577362.994397109,249466283195
20,2022-06-30,2022Q2,43.0,4576107.6703192,196772629824
