,quarter,price,price_diff,price_diff_perc
1,2017Q1,38.3,2.299999999999997,6.388888888888881
2,2017Q2,36.0,-2.299999999999997,-6.005221932114876
3,2017Q3,35.35,-0.6499999999999986,-1.8055555555555516
4,2017Q4,38.6,3.25,9.193776520509193
5,2018Q1,32.9,-5.700000000000003,-14.766839378238346
6,2018Q2,32.3,-0.6000000000000014,-1.8237082066869346
7,2018Q3,28.5,-3.799999999999997,-11.764705882352933
8,2018Q4,24.8,-3.6999999999999993,-12.982456140350875
9,2019Q1,23.5,-1.3000000000000007,-5.24193548387097
10,2019Q2,18.3,-5.199999999999999,-22.12765957446808
11,2019Q3,20.15,1.8499999999999979,10.109289617486326
12,2019Q4,17.5,-2.6499999999999986,-13.151364764267985
13,2020Q1,10.1,-7.4,-42.285714285714285
14,2020Q2,16.75,6.65,65.84158415841584
15,2020Q3,21.25,4.5,26.865671641791046
16,2020Q4,22.25,1.0,4.705882352941177
17,2021Q1,28.0,5.75,25.84269662921348
18,2021Q2,26.5,-1.5,-5.357142857142857
19,2021Q3,38.7,12.200000000000003,46.03773584905661
20,2021Q4,39.35,0.6499999999999986,1.6795865633074898
21,2022Q1,47.15,7.799999999999997,19.822109275730615
22,2022Q2,39.5,-7.649999999999999,-16.22481442205726
