,Quý,DT từ KD chứng khoán (MilVND),Lợi nhuận gộp(MilVND),LNT từ KD chứng khoán(MilVND),LNST thu nhập DN(MilVND),LNST của CĐ cty mẹ (MilVND),Tài sản ngắn hạn(MilVND),Các khoản cho vay(MilVND),Tổng tài sản(MilVND),Nợ phải trả(MilVND),Nợ ngắn hạn(MilVND),Vốn chủ sở hữu(MilVND),Lợi ích của cổ đông thiểu số(MilVND),EPS của 4 quý gần nhất(VND),BVPS cơ bản(VND),P/E cơ bản(Times),ROS(%),ROEA(%),ROAA(%)
0,2009Q3,81789.0,63875.0,58356.0,50232.0,50232.0,1145814.0,,1189035.0,346954.0,346904.0,842081.0,0.0,636.0,10660.0,46.71,61.42,11.66,8.26
1,2009Q4,90599.0,19514.0,11492.0,9832.0,9832.0,1072225.0,,1119876.0,267913.0,267863.0,851963.0,0.0,760.0,10759.0,25.38,10.85,11.53,8.77
2,2010Q1,40547.0,25896.0,17743.0,14372.0,14372.0,1047454.0,,1094584.0,228299.0,228281.0,866285.0,0.0,942.0,10967.0,18.25,35.45,11.34,8.97
3,2010Q2,52655.0,1914.0,-6017.0,-6016.0,-6016.0,979914.0,,1025716.0,217133.0,217118.0,808583.0,0.0,866.0,10236.0,17.43,-11.43,8.12,6.18
4,2010Q3,32487.0,-19216.0,-26971.0,-26961.0,-26961.0,1021449.0,,1066937.0,282751.0,282735.0,784187.0,0.0,-111.0,9927.0,-95.45,-82.99,-1.06,-0.81
5,2010Q4,69890.0,53860.0,43817.0,36866.0,36866.0,841882.0,,1034714.0,213661.0,207264.0,821053.0,0.0,231.0,10394.0,48.88,52.75,2.23,1.73
6,2011Q1,38295.0,16365.0,8928.0,6917.0,6917.0,829230.0,,1020890.0,196969.0,192711.0,823921.0,0.0,137.0,10430.0,66.52,18.06,1.34,1.04
7,2011Q2,42754.0,27567.0,20428.0,16196.0,16196.0,810136.0,,999053.0,158937.0,154706.0,840116.0,0.0,418.0,10635.0,17.23,37.88,4.04,3.2
8,2011Q3,40427.0,25065.0,17185.0,13655.0,13655.0,834676.0,,1021247.0,174155.0,170439.0,847092.0,0.0,932.0,10724.0,7.08,33.78,8.84,7.23
9,2011Q4,66507.0,49780.0,35440.0,27125.0,27125.0,1237099.0,,1484855.0,612947.0,609243.0,871907.0,0.0,811.0,11038.0,6.29,40.79,7.55,5.65
10,2012Q1,50566.0,40941.0,32818.0,24760.0,24760.0,903294.0,,1147380.0,258236.0,254786.0,889144.0,0.0,1040.0,11256.0,9.13,48.97,9.48,7.03
11,2012Q2,47872.0,31629.0,23341.0,18129.0,18129.0,829976.0,,1091549.0,230898.0,227809.0,860651.0,0.0,1068.0,10895.0,7.87,37.87,9.65,7.05
