,quarter,roa
0,2009Q1,3.27
1,2009Q2,2.22
2,2009Q3,9.93
3,2010Q1,2.28
4,2010Q2,2.23
5,2010Q3,2.29
6,2010Q4,2.07
7,2011Q1,2.67
8,2011Q2,2.99
9,2011Q3,1.75
10,2011Q4,2.11
11,2012Q1,2.13
12,2012Q2,1.78
13,2012Q3,1.58
14,2012Q4,0.85
15,2013Q1,1.38
16,2013Q2,0.82
17,2013Q3,1.0
18,2013Q4,1.27
19,2014Q1,1.39
20,2014Q2,1.52
21,2014Q3,0.96
22,2014Q4,0.74
23,2015Q1,1.02
24,2015Q2,1.94
25,2015Q3,1.22
26,2015Q4,0.99
27,2016Q1,1.25
28,2016Q2,0.8
29,2016Q3,1.06
30,2016Q4,1.18
31,2017Q1,1.09
32,2017Q2,1.0
33,2017Q3,0.71
34,2017Q4,0.86
35,2018Q1,0.92
36,2018Q2,0.97
37,2018Q3,0.76
38,2018Q4,0.7
39,2019Q1,0.35
40,2019Q2,0.83
41,2019Q3,0.5
42,2019Q4,0.83
43,2020Q1,-0.03
44,2020Q2,0.97
45,2020Q3,1.02
46,2020Q4,0.97
47,2021Q1,1.24
48,2021Q2,1.27
49,2021Q3,0.89
50,2021Q4,1.85
51,2022Q1,2.15
52,2022Q2,2.17
