quarter,quarter,change_perc_mean,change_perc_stdv
2010Q4,2010Q4,-0.3246938775510202,4.416887621221917
2011Q1,2011Q1,-0.03192982456140362,2.1891472888159735
2011Q2,2011Q2,0.05950819672131147,1.649337671339123
2011Q3,2011Q3,0.10492307692307694,2.3361427363531075
2011Q4,2011Q4,0.22569230769230778,2.0766040255297002
2012Q1,2012Q1,0.5867796610169492,2.038453978638583
2012Q2,2012Q2,0.2232258064516129,1.767787145218145
2012Q3,2012Q3,0.23625000000000013,1.7444028404704202
2012Q4,2012Q4,0.24015384615384613,1.7238025665549805
2013Q1,2013Q1,0.6912068965517242,2.389679621473334
2013Q2,2013Q2,0.11901639344262295,1.2661301998847152
2013Q3,2013Q3,0.06815384615384618,1.2511630742878956
2013Q4,2013Q4,-0.03454545454545452,1.5784180803461534
2014Q1,2014Q1,0.16375000000000003,1.3056180180630583
2014Q2,2014Q2,-0.10819672131147534,1.867715635204961
2014Q3,2014Q3,0.13578125,0.8348439730425059
2014Q4,2014Q4,-0.0025757575757575897,1.436018331365811
2015Q1,2015Q1,0.17625000000000005,0.8446442231119345
2015Q2,2015Q2,-0.007377049180327883,1.0511389087387455
2015Q3,2015Q3,0.03953846153846153,0.7749504636774187
2015Q4,2015Q4,0.4359090909090909,1.9280855209828678
2016Q1,2016Q1,0.15728813559322044,1.995383318553169
2016Q2,2016Q2,0.24016129032258066,1.7241918914311702
2016Q3,2016Q3,-0.0838461538461539,1.2430402400813654
2016Q4,2016Q4,0.01092307692307691,0.9146767241027755
2017Q1,2017Q1,0.009830508474576262,0.6527778613698266
2017Q2,2017Q2,-0.15016129032258066,1.10019594668402
2017Q3,2017Q3,0.0971875,0.8154158910622391
2017Q4,2017Q4,0.16015384615384615,0.9663971303048962
2018Q1,2018Q1,-0.056842105263157874,0.9676465520137301
2018Q2,2018Q2,-0.03193548387096772,1.2781631783632057
2018Q3,2018Q3,0.11359375000000001,1.0341507783400203
2018Q4,2018Q4,0.08584615384615388,0.7811827817236746
2019Q1,2019Q1,-0.0031034482758620975,1.0497404974172069
2019Q2,2019Q2,-0.03819672131147541,0.5371142280642647
2019Q3,2019Q3,0.04707692307692308,0.9970984829069718
2019Q4,2019Q4,-0.0019696969696969616,0.7435118739871657
2020Q1,2020Q1,-0.5654237288135593,2.1420521276006026
2020Q2,2020Q2,0.15419354838709684,1.261715652654914
2020Q3,2020Q3,-0.016461538461538496,1.3453675505800806
2020Q4,2020Q4,0.10984615384615384,0.785400957130521
2021Q1,2021Q1,-0.013965517241379285,1.826858044452155
2021Q2,2021Q2,-0.19112903225806446,0.9723625189833461
2021Q3,2021Q3,0.08359375,0.8645034673381494
2021Q4,2021Q4,0.2830303030303031,1.88753723932452
2022Q1,2022Q1,0.01568965517241377,1.4593222556570633
2022Q2,2022Q2,-0.12596774193548374,1.1508221717856788
2022Q3,2022Q3,0.17328125000000005,1.7192911557886335
