,quarter,roa
0,2009Q1,0.06
1,2009Q2,2.23
2,2009Q3,1.42
3,2009Q4,2.77
4,2010Q1,0.35
5,2010Q2,1.68
6,2010Q3,1.82
7,2010Q4,5.89
8,2011Q1,0.04
9,2011Q2,1.7
10,2011Q3,1.76
11,2011Q4,7.42
12,2012Q1,0.06
13,2012Q2,1.8
14,2012Q3,1.74
15,2012Q4,12.04
16,2013Q1,0.06
17,2013Q2,0.24
18,2013Q3,2.42
19,2013Q4,7.06
20,2014Q1,0.06
21,2014Q2,2.75
22,2014Q3,2.81
23,2014Q4,4.82
24,2015Q1,0.16
25,2015Q2,2.89
26,2015Q3,2.83
27,2015Q4,3.65
28,2016Q1,1.58
29,2016Q2,4.53
30,2016Q3,2.1
31,2016Q4,1.99
32,2017Q1,2.78
33,2017Q2,3.39
34,2017Q3,2.6
35,2017Q4,-0.27
36,2018Q1,1.62
37,2018Q2,1.95
38,2018Q3,1.26
39,2018Q4,4.22
40,2019Q1,1.63
41,2019Q2,1.87
42,2019Q3,1.86
43,2019Q4,2.41
44,2020Q1,0.69
45,2020Q2,2.05
46,2020Q3,0.77
47,2020Q4,1.97
48,2021Q1,0.27
49,2021Q2,0.88
50,2021Q3,2.06
51,2021Q4,1.9
52,2022Q1,0.44
53,2022Q2,-0.1
