,date,quarter,price,shares_est,market_cap
0,2010-03-31,2010Q1,23.5,1500066.6844491863,35251567085
1,2010-06-30,2010Q2,26.0,1500032.4696408857,39000844211
2,2010-09-30,2010Q3,20.8,1500030.136821168,31200626846
3,2010-12-31,2010Q4,15.2,1799963.4190952324,27359443970
4,2011-03-31,2011Q1,14.0,1800034.756415455,25200486590
5,2011-06-30,2011Q2,14.2,1800044.4716215464,25560631497
6,2011-09-30,2011Q3,14.1,1799978.8840204824,25379702265
7,2011-12-30,2011Q4,15.8,1800031.0832513082,28440491115
8,2012-03-30,2012Q1,13.3,2069971.1750409768,27530616628
9,2012-06-29,2012Q2,15.1,2069959.300406996,31256385436
10,2012-09-28,2012Q3,8.6,2483964.0795381656,21362091084
11,2012-12-28,2012Q4,8.0,2484008.393209131,19872067146
12,2013-03-29,2013Q1,7.7,2483989.763435491,19126721178
13,2013-06-28,2013Q2,7.9,2483877.5096329344,19622632326
14,2013-09-30,2013Q3,6.4,2483924.4282399733,15897116341
15,2013-12-31,2013Q4,6.8,2856489.0710382517,19424125683
16,2014-03-31,2014Q1,8.3,2856487.3312495844,23708844849
17,2014-06-30,2014Q2,9.1,2856428.477431241,25993499145
18,2014-09-30,2014Q3,8.6,2856440.4476936017,24565387850
19,2014-12-31,2014Q4,8.7,3142033.469272957,27335691183
20,2015-03-31,2015Q1,9.3,3141991.2830291474,29220518932
21,2015-06-30,2015Q2,11.2,3141965.7832941967,35190016773
22,2015-09-30,2015Q3,9.3,3142012.999803033,29220720898
23,2015-12-31,2015Q4,13.4,3142049.4699646644,42103462898
24,2016-03-31,2016Q1,10.5,3142030.769230769,32991323077
25,2016-06-30,2016Q2,10.4,15219053.844268322,158278159980
26,2016-09-30,2016Q3,13.6,16892952.482648157,229744153764
27,2016-12-30,2016Q4,13.1,16892501.776830137,221291773276
28,2017-03-31,2017Q1,11.3,16892812.996644888,190888786862
29,2017-06-30,2017Q2,23.2,16891912.642893706,391892373315
30,2017-09-29,2017Q3,20.5,16892706.041631408,346300473853
31,2017-12-29,2017Q4,67.7,101180294.90616624,6849905965147
32,2018-03-30,2018Q1,42.5,101180114.23055264,4300154854798
33,2018-06-29,2018Q2,35.4,101175674.39659251,3581618873639
34,2018-09-28,2018Q3,35.0,101181964.26883449,3541368749409
35,2018-12-28,2018Q4,33.8,101179107.29451732,3419853826555
36,2019-03-29,2019Q1,34.0,101174941.12105513,3439947998116
37,2019-06-28,2019Q2,33.3,101174452.48613591,3369109267788
38,2019-09-30,2019Q3,25.5,101173933.427098,2579935302391
39,2019-12-31,2019Q4,29.8,101178869.41033092,3015130308428
40,2020-03-31,2020Q1,30.2,101176205.66710453,3055521411147
41,2020-06-30,2020Q2,26.4,101181245.95019902,2671184893085
42,2020-09-30,2020Q3,31.0,101174141.74972317,3136398394241
43,2020-12-31,2020Q4,30.5,101173872.89060532,3085803123163
44,2021-03-31,2021Q1,16.1,101174140.5756564,1628903663268
45,2021-06-30,2021Q2,8.4,101175924.27219146,849877763886
46,2021-09-30,2021Q3,10.6,101176418.5964292,1072470037122
47,2021-12-31,2021Q4,14.6,101180631.20794617,1477237215636
48,2022-03-31,2022Q1,11.6,106234913.98926003,1232325002275
49,2022-06-30,2022Q2,5.0,106234959.81164244,531174799058
