,quarter,owner_equity,bvps,shares_est,shares_est_diff,shares_est_diff_perc,lev
0,2005Q2,,0,,,,
1,2005Q3,,0,,,,
2,2005Q4,13098.0,13098,1000000.0,,,0.5911729636315325
3,2006Q1,12500.0,12500,1000000.0,0.0,0.0,0.733789034396196
4,2006Q2,13156.0,13156,1000000.0,0.0,0.0,0.591327019404603
5,2006Q3,13852.0,13852,1000000.0,0.0,0.0,0.3490295432572234
6,2006Q4,14498.0,14498,1000000.0,0.0,0.0,0.3126303663649551
7,2007Q1,21804.0,14536,1500000.0,500000.0,33.333333333333336,0.7788371730957401
8,2007Q2,21804.0,14536,1500000.0,0.0,0.0,0.7788371730957401
9,2007Q3,24518.0,16345,1500030.5903946161,30.590394616127014,0.0020393180520458278,0.8275180379903624
10,2007Q4,26210.0,17473,1500028.6155783208,-1.9748162953183055,-0.00013165190815756105,0.6480414582169566
11,2008Q1,88079.0,18567,4743846.609576129,3243817.9939978085,68.37948738582105,0.30286672864303793
12,2008Q2,86146.0,18159,4743983.699542927,137.08996679726988,0.0028897647099942235,0.24185939872338333
13,2008Q3,89436.0,18853,4743860.393571315,-123.30597161129117,-0.002599274881242086,0.26442188850343057
14,2008Q4,85253.0,17971,4743920.76122642,60.36765510495752,0.0012725266323662411,0.20925853591130525
15,2009Q1,84517.0,17816,4743881.903906601,-38.85731981974095,-0.0008191038606534837,0.1888340737404592
16,2009Q2,87260.0,18394,4743938.240730673,56.336824072524905,0.0011875539101421305,0.12322779535154893
17,2009Q3,93037.0,19612,4743881.297165001,-56.9435656722635,-0.0012003581477954275,0.13642734360767306
18,2009Q4,97627.0,20579,4744010.884882648,129.58771764673293,0.00273160666767607,0.16590058467695962
19,2010Q1,117830.0,24838,4743940.73596908,-70.14891356788576,-0.001478705520834377,0.09424244681188064
20,2010Q2,110522.0,11653,9484424.611687977,4740483.875718897,49.981776120367265,0.08283542386281431
21,2010Q3,111619.0,11769,9484153.284051321,-271.32763665542006,-0.0028608525034247204,0.34350260352482265
22,2010Q4,114146.0,12035,9484503.531366847,350.2473155260086,0.003692837631065051,0.34245044245764267
23,2011Q1,113796.0,11998,9484580.763460577,77.23209372907877,0.0008142910652057077,0.3525857634830417
24,2011Q2,109783.0,11575,9484492.440604752,-88.32285582460463,-0.0009312343952795957,0.35377080623383717
25,2011Q3,114739.0,12098,9484129.608199703,-362.83240504935384,-0.003825679530314089,0.35738448413674334
26,2011Q4,98914.0,10429,9484514.335027328,384.72682762518525,0.00405636824443765,0.41726855806301
27,2012Q1,110590.0,11660,9484562.607204117,48.27217678911984,0.0005089552232219345,0.3902486070373184
28,2012Q2,117085.0,12345,9484406.64236533,-155.96483878605068,-0.001644434329601397,0.41932572025448717
29,2012Q3,108548.0,11445,9484316.29532547,-90.34703986160457,-0.0009525941253786936,0.44951746083911487
30,2012Q4,101660.0,10719,9484093.665453866,-222.6298716031015,-0.0023474027087484212,0.4483838211522748
31,2013Q1,151938.0,10490,14484080.076263107,4999986.410809241,34.52056592122375,0.19218438369787924
32,2013Q2,142818.0,9860,14484584.178498985,504.1022358778864,0.0034802672252488903,0.22111876321221424
33,2013Q3,142886.0,9865,14484135.833755702,-448.3447432834655,-0.003095419350035264,0.20641814472253492
34,2013Q4,142564.0,9843,14483795.59077517,-340.24298053234816,-0.0023491285719956672,0.2049167059572872
35,2014Q1,142522.0,9840,14483943.089430895,147.4986557252705,0.0010183598127563897,0.19936520308204483
36,2014Q2,142838.0,9861,14485143.494574586,1200.4051436912268,0.008287147063063882,0.1919007898261986
37,2014Q3,142783.0,9858,14483972.408196388,-1171.086378198117,-0.008085394981389268,0.19286146223064313
38,2014Q4,143369.0,9898,14484643.362295413,670.9540990255773,0.004632175485743197,0.1902161009555929
39,2015Q1,147934.0,10213,14484872.221678253,228.85938283987343,0.001579988965987283,0.16205117075131176
40,2015Q2,148771.0,10271,14484568.201733034,-304.0199452191591,-0.0020989230813437993,0.11881111810739073
41,2015Q3,154820.0,10689,14484049.022359435,-519.1793735995889,-0.0035844905854579548,0.12652050209586502
42,2015Q4,157137.0,10849,14484007.742649091,-41.27971034310758,-0.00028500199030933145,0.04965315337046845
43,2016Q1,157260.0,10857,14484664.271898314,656.5292492229491,0.0045325817492137595,0.033993881629581675
44,2016Q2,157440.0,10080,15619047.61904762,1134383.347149305,7.262820210407136,0.03812316692251242
45,2016Q3,158291.0,10136,15616712.70718232,-2334.9118652995676,-0.014951365944163861,0.04265652190187415
46,2016Q4,157810.0,10304,15315411.49068323,-301301.2164990902,-1.9673073536573256,0.05758067949274611
47,2017Q1,157654.0,10293,15316622.947634315,1211.456951085478,0.007909425956539526,0.04029852538868887
48,2017Q2,158858.0,10372,15316043.193212494,-579.7544218208641,-0.0037852754429276475,0.04763674703462299
49,2017Q3,158700.0,10362,15315576.14360162,-467.0496108736843,-0.0030495072891450013,0.04364778028680033
50,2017Q4,158819.0,10369,15316713.279969139,1137.1363675184548,0.007424153907781095,0.08285643290663676
51,2018Q1,158576.0,10354,15315433.64883137,-1279.6311377696693,-0.008355174049331018,0.07417094772202856
52,2018Q2,158038.0,10318,15316728.048071332,1294.3992399629205,0.00845088608938193,0.08777215899094827
53,2018Q3,157858.0,10307,15315610.749975745,-1117.298095587641,-0.00729515860534266,0.05662361843376012
54,2018Q4,158730.0,10364,15315515.24507912,-95.50489662401378,-0.0006235826552077609,0.07225894646619706
55,2019Q1,158704.0,10362,15315962.169465354,446.92438623309135,0.0029180301001532996,0.06396380949481384
56,2019Q2,158689.0,10361,15315992.664800694,30.495335340499878,0.00019910779541298972,0.059213763232605736
57,2019Q3,158465.0,10346,15316547.457954764,554.7931540701538,0.0036221815366231105,0.05673910809872136
58,2019Q4,158890.0,10374,15316175.053017158,-372.4049376063049,-0.0024314486894882036,0.05742980668424696
59,2020Q1,158379.0,10341,15315636.785610676,-538.2674064822495,-0.0035144957667575514,0.03866487785258255
60,2020Q2,159659.0,10424,15316481.197237145,844.4116264693439,0.005513091522755648,0.03746239570356601
61,2020Q3,159614.0,10421,15316572.305920737,91.10868359170854,0.0005948372897798406,0.06084551757320751
62,2020Q4,159487.0,10413,15316143.282435417,-429.0234853196889,-0.0028011195599854035,0.11504763531970395
63,2021Q1,162614.0,10412,15617940.837495198,301797.5550597813,1.9323773742005257,0.3468871354795824
64,2021Q2,163201.0,10450,15617320.574162679,-620.2633325196803,-0.003971637321358729,0.3727622107968707
65,2021Q3,163144.0,10446,15617844.150871146,523.5767084676772,0.0033524262594109232,0.3746588560046501
66,2021Q4,163214.0,10451,15617070.136829011,-774.014042135328,-0.004956205199527193,0.37627685896629487
67,2022Q1,163151.0,10447,15617019.239973199,-50.89685581251979,-0.00032590633993870354,0.4177530488890406
68,2022Q2,163021.0,10438,15618030.273998851,1011.0340256523341,0.006473505351923411,0.6736532326914235
