,date,quarter,price,shares_est,market_cap
0,2010-06-30,2010Q2,25.0,4668247.248094835,116706181202
1,2010-09-30,2010Q3,24.0,4668449.197860963,112042780749
2,2010-12-31,2010Q4,25.9,4668385.460693153,120911183432
3,2011-03-31,2011Q1,20.0,4668470.418470418,93369408369
4,2011-06-30,2011Q2,22.1,4668453.748617139,103172827844
5,2011-09-30,2011Q3,13.3,4668500.087305745,62091051161
6,2011-12-30,2011Q4,18.0,4668229.5736737,84028132326
7,2012-03-30,2012Q1,11.5,4668421.052631579,53686842105
8,2012-06-29,2012Q2,11.8,4668414.154652687,55087287025
9,2012-09-28,2012Q3,14.2,4668458.929605426,66292116800
10,2012-12-28,2012Q4,12.2,4668384.116549702,56954286222
11,2013-03-29,2013Q1,9.5,4668343.015694095,44349258649
12,2013-06-28,2013Q2,16.9,4668113.522537563,78891118531
13,2013-08-13,2013Q3,17.0,4668217.192951069,79359692280
14,2013-12-31,2013Q4,15.5,4668380.238738346,72359893700
15,2014-03-31,2014Q1,12.1,4668409.621108519,56487756415
16,2014-06-30,2014Q2,13.3,4668359.573387506,62089182326
17,2014-09-30,2014Q3,12.5,4668372.822587303,58354660282
18,2014-12-31,2014Q4,12.3,4668385.322677666,57421139469
19,2015-03-31,2015Q1,13.5,4668143.07203744,63019931473
20,2015-06-30,2015Q2,14.5,4668420.159511285,67692092313
21,2015-09-30,2015Q3,14.8,4668206.125425377,69089450656
22,2015-12-31,2015Q4,12.8,4668185.680080327,59752776705
23,2016-03-31,2016Q1,13.2,4668505.636843368,61624274406
24,2016-06-30,2016Q2,16.2,4668243.243243244,75625540541
25,2016-09-30,2016Q3,18.0,4986229.305276187,89752127495
26,2016-12-30,2016Q4,15.8,4985931.302851156,78777714585
27,2017-03-31,2017Q1,15.0,4986110.084964906,74791651274
28,2017-06-30,2017Q2,13.6,4986083.05274972,67810729517
29,2017-09-29,2017Q3,13.9,4986301.369863014,69309589041
30,2017-12-29,2017Q4,14.0,4985956.067698956,69803384948
31,2018-03-30,2018Q1,13.5,4985984.983911334,67310797283
32,2018-06-29,2018Q2,14.5,4986139.306965348,72299019951
33,2018-09-28,2018Q3,13.0,4986119.144013881,64819548872
34,2018-12-28,2018Q4,13.0,4986206.403659234,64820683248
35,2019-03-29,2019Q1,10.5,4986149.584487535,52354570637
36,2019-06-28,2019Q2,11.5,4986154.724521838,57340779332
37,2019-09-30,2019Q3,11.7,4985959.00028082,58335720303
38,2019-12-31,2019Q4,11.7,4986213.235294118,58338694853
39,2020-03-31,2020Q1,10.7,4986316.828889829,53353590069
40,2020-06-30,2020Q2,12.5,4986196.319018405,62327453988
41,2020-09-30,2020Q3,11.9,4986237.8675938,59336230624
42,2020-12-31,2020Q4,14.2,4985973.24126025,70800820026
43,2021-03-31,2021Q1,12.5,4985950.827897642,62324385349
44,2021-06-30,2021Q2,11.3,4986265.486725664,56344800000
45,2021-09-30,2021Q3,11.3,4986281.896367901,56344985429
46,2021-12-31,2021Q4,11.3,4986241.752070757,56344531798
47,2022-03-31,2022Q1,10.5,4986058.907947789,52353618533
48,2022-06-30,2022Q2,10.2,4986120.701560558,50858431156
