,Quý,Thu nhập lãi thuần(MilVND),Chi phí hoạt động(MilVND),Tổng TNTT(MilVND),Tổng LNST(MilVND),LNST của CĐ Ngân hàng mẹ(MilVND),Tổng tài sản(MilVND)," - Tiền, vàng gửi và cho vay các TCTD(MilVND)", - Cho vay khách hàng(MilVND),Nợ phải trả(MilVND), - Tiền gửi và vay các TCTD(MilVND), - Tiền gửi của khách hàng(MilVND),Vốn và các quỹ(MilVND), - Vốn của TCTD(MilVND), - Lợi nhuận chưa phân phối(MilVND),EPS của 4 quý gần nhất(VND),BVPS cơ bản(VND),P/E cơ bản(Times),ROEA(%),ROAA(%)
0,2008Q1,17260.0,29957.0,30511.0,23907.0,23907.0,11226241.0,1611543.0,7145347.0,10133356.0,4757796.0,4228740.0,1092885.0,1000000.0,24974.0,239.0,10929.0,0.0,2.61,0.19
1,2008Q2,22251.0,32427.0,12242.0,9359.0,9359.0,9538151.0,1119228.0,6480879.0,8439470.0,3060105.0,3855933.0,1098681.0,1000000.0,33266.0,333.0,10987.0,0.0,0.85,0.09
2,2011Q3,,,,,,43688289.0,10958554.0,13340960.0,40222019.0,6464262.0,22789265.0,3466270.0,3004043.0,383017.0,0.0,11554.0,0.0,0.0,0.0
3,2013Q1,130408.0,212386.0,74818.0,56306.0,56306.0,60734960.0,5947455.0,22638356.0,55287923.0,6382633.0,44787994.0,5447037.0,5004043.0,392565.0,113.0,10894.0,0.0,1.04,0.1
4,2013Q2,-5266.0,134158.0,63901.0,76807.0,76807.0,58615599.0,5308972.0,22352120.0,53413060.0,7494822.0,42827454.0,5202539.0,5004043.0,133533.0,266.0,10405.0,0.0,1.44,0.13
5,2013Q3,226179.0,236793.0,7753.0,6237.0,6237.0,60850697.0,8859665.0,25164260.0,55614311.0,10147184.0,43271668.0,5236386.0,5004043.0,139770.0,279.0,10473.0,0.0,0.12,0.01
6,2014Q1,318721.0,408874.0,31150.0,23303.0,23303.0,76279586.0,6444100.0,31464558.0,67652894.0,7646374.0,55477284.0,8626692.0,8104686.0,306634.0,131.0,10650.0,0.0,0.27,0.03
7,2015Q1,681294.0,474916.0,166283.0,131240.0,131240.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0
8,2015Q2,714639.0,577269.0,172186.0,136352.0,122805.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0
9,2015Q3,778375.0,599775.0,63439.0,49741.0,24445.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0
10,2016Q1,1020925.0,700006.0,289724.0,230659.0,194897.0,118950018.0,15502467.0,65555709.0,108851444.0,8095321.0,86085606.0,10098574.0,8104686.0,1143507.0,422.0,12467.0,0.0,1.95,0.17
11,2016Q2,1172805.0,769277.0,341378.0,297772.0,254639.0,129336846.0,14718584.0,70820244.0,119653479.0,11741010.0,93167357.0,9683367.0,8104686.0,606711.0,585.0,11955.0,0.0,2.57,0.21
12,2016Q3,1176407.0,831101.0,142327.0,115346.0,65922.0,138872460.0,16047689.0,73448682.0,129217316.0,14160842.0,97815709.0,9655144.0,8104686.0,547633.0,636.0,11920.0,0.0,0.68,0.05
13,2016Q4,1377535.0,992130.0,502816.0,400901.0,352855.0,150294272.0,18580047.0,81303975.0,140351629.0,19684665.0,103299771.0,9942643.0,8104686.0,747047.0,1072.0,12275.0,0.0,3.6,0.24
14,2017Q1,1356097.0,893980.0,387347.0,309596.0,267158.0,163349249.0,24105563.0,87142559.0,153101799.0,20074349.0,112876523.0,10247450.0,8104686.0,1014205.0,1161.0,12651.0,0.0,2.65,0.17
15,2017Q2,1410024.0,990128.0,493721.0,403424.0,351649.0,169528338.0,22723038.0,95875982.0,158879493.0,25107076.0,115710751.0,10648845.0,8104686.0,1364964.0,1281.0,13147.0,0.0,3.37,0.21
16,2017Q3,1863886.0,1051472.0,1031193.0,824533.0,778973.0,174594270.0,20772785.0,95489766.0,163307433.0,27568310.0,118116320.0,11286837.0,8104686.0,2017947.0,2161.0,13934.0,0.0,7.1,0.45
17,2017Q4,1744818.0,1158046.0,504505.0,416840.0,348693.0,189334259.0,21861168.0,103336328.0,174575168.0,37217378.0,120537469.0,14759091.0,11852342.0,1769492.0,1780.0,15045.0,0.0,2.68,0.19
18,2018Q1,1831440.0,1009080.0,1046758.0,833914.0,757260.0,190374307.0,19681403.0,114673489.0,174595050.0,41010855.0,117302099.0,15779257.0,11852342.0,2526763.0,2280.0,16085.0,20.13,4.96,0.4
