,quarter,roa
0,2006Q4,10.75
1,2007Q1,2.32
2,2007Q2,2.9
3,2007Q3,2.03
4,2007Q4,4.16
5,2008Q1,1.81
6,2008Q2,1.56
7,2008Q3,1.96
8,2008Q4,-0.14
9,2009Q1,1.85
10,2009Q2,1.91
11,2009Q3,1.25
12,2009Q4,-1.37
13,2010Q1,0.41
14,2010Q2,0.36
15,2010Q3,0.53
16,2010Q4,2.2
17,2011Q1,0.53
18,2011Q2,1.22
19,2011Q3,0.37
20,2011Q4,0.37
21,2012Q1,0.28
22,2012Q2,1.4
23,2012Q3,0.39
24,2012Q4,0.54
25,2013Q1,5.61
26,2013Q2,0.62
27,2013Q3,0.62
28,2013Q4,0.67
29,2014Q1,-0.84
30,2014Q2,1.34
31,2014Q3,1.02
32,2014Q4,11.4
33,2015Q1,1.13
34,2015Q2,0.46
35,2015Q3,0.09
36,2015Q4,1.76
37,2016Q1,1.02
38,2016Q2,3.77
39,2016Q3,0.07
40,2016Q4,0.08
41,2017Q1,0.84
42,2017Q2,1.12
43,2017Q3,0.93
44,2017Q4,1.9
45,2018Q1,1.4
46,2018Q2,1.67
47,2018Q3,0.98
48,2018Q4,1.08
49,2019Q1,-1.16
50,2019Q2,-0.85
51,2019Q3,1.59
52,2019Q4,2.43
53,2020Q1,0.27
54,2020Q2,4.78
55,2020Q3,0.39
56,2020Q4,-0.87
57,2021Q1,-0.53
58,2021Q2,1.71
59,2021Q3,-0.9
60,2021Q4,0.41
61,2022Q1,-2.06
62,2022Q2,-0.67
