,quarter,price,price_diff,price_diff_perc
1,2014Q2,15.2,-1.6000000000000014,-9.523809523809533
2,2014Q3,13.8,-1.3999999999999986,-9.210526315789465
3,2014Q4,12.7,-1.1000000000000014,-7.971014492753633
4,2015Q1,17.6,4.900000000000002,38.58267716535435
5,2015Q2,22.1,4.5,25.568181818181817
6,2015Q3,23.7,1.5999999999999979,7.239819004524876
7,2015Q4,20.6,-3.099999999999998,-13.080168776371298
8,2016Q1,16.7,-3.900000000000002,-18.932038834951467
9,2016Q2,17.5,0.8000000000000007,4.790419161676652
10,2016Q3,17.0,-0.5,-2.857142857142857
11,2016Q4,14.2,-2.8000000000000007,-16.47058823529412
12,2017Q1,17.55,3.3500000000000014,23.59154929577466
13,2017Q2,20.4,2.849999999999998,16.239316239316224
14,2017Q3,19.6,-0.7999999999999972,-3.921568627450967
15,2017Q4,25.5,5.899999999999999,30.10204081632652
16,2018Q1,43.4,17.9,70.19607843137254
17,2018Q2,26.0,-17.4,-40.09216589861751
18,2018Q3,35.2,9.200000000000003,35.384615384615394
19,2018Q4,34.4,-0.8000000000000043,-2.2727272727272845
20,2019Q1,35.8,1.3999999999999986,4.069767441860461
21,2019Q2,31.7,-4.099999999999998,-11.452513966480442
22,2019Q3,39.4,7.699999999999999,24.290220820189273
23,2019Q4,46.15,6.75,17.131979695431472
24,2020Q1,30.85,-15.299999999999997,-33.152762730227515
25,2020Q2,37.9,7.049999999999997,22.852512155591565
26,2020Q3,40.8,2.8999999999999986,7.651715039577834
27,2020Q4,47.9,7.100000000000001,17.40196078431373
28,2021Q1,42.95,-4.949999999999996,-10.334029227557401
29,2021Q2,47.25,4.299999999999997,10.011641443538991
30,2021Q3,39.45,-7.799999999999997,-16.507936507936503
31,2021Q4,37.1,-2.3500000000000014,-5.956907477820028
32,2022Q1,43.5,6.399999999999999,17.250673854447435
33,2022Q2,33.5,-10.0,-22.988505747126435
