,quarter,roa
0,2014Q1,2.66
1,2014Q2,2.71
2,2014Q3,4.38
3,2014Q4,5.19
4,2015Q1,4.67
5,2015Q2,2.68
6,2015Q3,3.37
7,2015Q4,3.59
8,2016Q1,4.33
9,2016Q2,4.4
10,2016Q3,3.02
11,2016Q4,4.18
12,2017Q1,5.13
13,2017Q2,5.8
14,2017Q3,6.15
15,2017Q4,6.49
16,2018Q1,5.09
17,2018Q2,6.13
18,2018Q3,5.63
19,2018Q4,5.63
20,2019Q1,5.01
21,2019Q2,4.59
22,2019Q3,5.01
23,2019Q4,5.14
24,2020Q1,3.73
25,2020Q2,4.02
26,2020Q3,3.35
27,2020Q4,2.93
28,2021Q1,2.98
29,2021Q2,4.4
30,2021Q3,2.94
31,2021Q4,5.39
32,2022Q1,6.28
33,2022Q2,6.99
