,quarter,roa
0,2009Q1,0.55
1,2009Q2,1.67
2,2009Q3,1.03
3,2009Q4,0.58
4,2010Q1,1.01
5,2010Q2,0.71
6,2010Q3,0.67
7,2010Q4,1.09
8,2011Q1,0.72
9,2011Q2,0.62
10,2011Q3,0.69
11,2011Q4,1.16
12,2012Q1,0.64
13,2012Q2,0.93
14,2012Q3,0.94
15,2012Q4,1.33
16,2013Q1,0.52
17,2013Q2,1.15
18,2013Q3,0.7
19,2013Q4,0.72
20,2014Q1,0.68
21,2014Q2,1.0
22,2014Q3,0.65
23,2014Q4,0.81
24,2015Q1,0.66
25,2015Q2,1.26
26,2015Q3,0.53
27,2015Q4,1.52
28,2016Q1,0.63
29,2016Q2,1.21
30,2016Q3,0.46
31,2016Q4,1.29
32,2017Q1,0.48
33,2017Q2,0.84
34,2017Q3,0.56
35,2017Q4,-0.59
36,2018Q1,0.22
37,2018Q2,0.06
38,2018Q3,0.31
39,2018Q4,1.13
40,2019Q1,0.22
41,2019Q2,0.1
42,2019Q3,0.54
43,2019Q4,0.87
44,2020Q1,-0.22
45,2020Q2,0.49
46,2020Q3,0.04
47,2020Q4,0.46
48,2021Q1,0.04
49,2021Q2,0.2
50,2021Q3,0.01
51,2021Q4,0.37
52,2022Q1,0.04
53,2022Q2,0.2
