,quarter,roa
0,2012Q2,0.0
1,2012Q3,0.62
2,2012Q4,0.97
3,2013Q1,0.86
4,2013Q2,0.73
5,2013Q3,0.5
6,2013Q4,0.33
7,2014Q1,0.88
8,2014Q2,1.47
9,2014Q3,1.46
10,2014Q4,1.13
11,2015Q1,1.37
12,2015Q2,3.89
13,2015Q3,2.3
14,2015Q4,0.64
15,2016Q1,1.78
16,2016Q2,2.96
17,2016Q3,2.05
18,2016Q4,2.48
19,2017Q1,1.47
20,2017Q2,0.86
21,2017Q3,1.49
22,2017Q4,1.96
23,2018Q1,0.89
24,2018Q2,1.1
25,2018Q3,1.45
26,2018Q4,1.55
27,2019Q1,0.82
28,2019Q2,0.71
29,2019Q3,1.01
30,2019Q4,1.41
31,2020Q1,0.48
32,2020Q2,0.54
33,2020Q3,0.73
34,2020Q4,1.23
35,2021Q1,0.51
36,2021Q2,0.58
37,2021Q3,-0.07
38,2021Q4,0.96
39,2022Q1,0.53
40,2022Q2,0.41
