,timestamp,delta_volume,date,note
0,1395939600,120000000.0,2014-03-28,"Niêm yết cổ phiếu lần đầu - 120,000,000 CP"
1,1397581200,120000000.0,2014-04-16,"Giao dịch lần đầu - 120,000,000 CP"
2,1437584400,5999511.0,2015-07-23,"Niêm yết cổ phiếu bổ sung - 5,999,511 CP"
3,1438275600,5999511.0,2015-07-31,"Giao dịch bổ sung - 5,999,511 CP"
4,1470762000,125999511.0,2016-08-10,"Niêm yết cổ phiếu lần đầu - 125,999,511 CP"
5,1474477200,,2016-09-22,Giao dịch trở lại HOSE
6,1474477200,,2016-09-22,Hủy niêm yết cổ phiếu
7,1475082000,125999511.0,2016-09-29,"Giao dịch lần đầu - 125,999,511 CP"
8,1533142800,12598994.0,2018-08-02,"Niêm yết cổ phiếu bổ sung - 12,598,994 CP"
9,1534266000,12598994.0,2018-08-15,"Giao dịch bổ sung - 12,598,994 CP"
10,1600880400,8314163.0,2020-09-24,"Niêm yết cổ phiếu bổ sung - 8,314,163 CP"
11,1602176400,8314163.0,2020-10-09,"Giao dịch bổ sung - 8,314,163 CP"
