,quarter,roa
0,2012Q2,0.0
1,2013Q3,1.24
2,2013Q4,1.36
3,2014Q1,1.87
4,2014Q2,0.0
5,2014Q3,5.92
6,2014Q4,2.75
7,2015Q1,2.55
8,2015Q2,3.28
9,2015Q3,4.49
10,2015Q4,5.48
11,2016Q1,5.53
12,2016Q2,7.19
13,2016Q3,7.52
14,2016Q4,6.36
15,2017Q1,7.7
16,2017Q2,9.35
17,2017Q3,9.65
18,2017Q4,9.65
19,2018Q1,9.52
20,2018Q2,11.06
21,2018Q3,10.85
22,2018Q4,11.49
23,2019Q1,11.19
24,2019Q2,13.81
25,2019Q3,12.39
26,2019Q4,12.43
27,2020Q1,10.75
28,2020Q2,8.06
29,2020Q3,9.44
30,2020Q4,11.49
31,2021Q1,11.77
32,2021Q2,11.5
33,2021Q3,9.24
34,2021Q4,11.97
35,2022Q1,12.61
36,2022Q2,9.88
