,Quý,DT từ KD chứng khoán (MilVND),Lợi nhuận gộp(MilVND),LNT từ KD chứng khoán(MilVND),LNST thu nhập DN(MilVND),LNST của CĐ cty mẹ (MilVND),Tài sản ngắn hạn(MilVND),Các khoản cho vay(MilVND),Tổng tài sản(MilVND),Nợ phải trả(MilVND),Nợ ngắn hạn(MilVND),Vốn chủ sở hữu(MilVND),Lợi ích của cổ đông thiểu số(MilVND),EPS của 4 quý gần nhất(VND),BVPS cơ bản(VND),P/E cơ bản(Times),ROS(%),ROEA(%),ROAA(%)
0,2009Q2,50402.0,43387.0,38502.0,32662.0,32662.0,700464.0,,754533.0,304740.0,304661.0,449794.0,,798.0,10948.0,47.22,64.8,0.0,0.0
1,2009Q3,44604.0,36332.0,28826.0,24049.0,24049.0,790001.0,,833781.0,387979.0,387901.0,445801.0,0.0,1386.0,10857.0,29.43,53.92,0.54,0.29
2,2009Q4,87843.0,40882.0,29722.0,24933.0,24933.0,598986.0,,613997.0,143262.0,143100.0,470735.0,0.0,1996.0,11464.0,13.38,28.38,0.51,0.39
3,2010Q1,32772.0,26061.0,20080.0,15237.0,15237.0,798104.0,,877408.0,393130.0,392908.0,484278.0,0.0,2368.0,11794.0,9.5,46.49,20.01,11.04
4,2010Q2,95268.0,72663.0,65542.0,49976.0,49976.0,1408643.0,,1486675.0,302435.0,302150.0,1184240.0,0.0,2491.0,11842.0,6.74,52.46,17.67,11.98
5,2010Q3,53270.0,10468.0,2334.0,2028.0,2028.0,1877347.0,,1958333.0,772065.0,771830.0,1186268.0,0.0,1512.0,11863.0,10.18,3.81,11.09,7.47
6,2010Q4,156318.0,-22508.0,-37927.0,-25741.0,-25741.0,1936953.0,,2034067.0,873545.0,873386.0,1160522.0,0.0,542.0,11605.0,25.99,-16.47,4.13,2.61
7,2011Q1,38994.0,-38819.0,-48295.0,-48294.0,-48294.0,1656449.0,,1756127.0,643900.0,643750.0,1112227.0,0.0,-244.0,11122.0,-38.87,-123.85,-1.9,-1.22
8,2011Q2,56956.0,-199410.0,-333935.0,-333935.0,-333935.0,1038772.0,,1135326.0,392805.0,392661.0,742521.0,0.0,-4066.0,7425.0,-1.48,-586.3,-38.65,-23.59
9,2011Q3,56240.0,9172.0,306.0,306.0,306.0,1315892.0,,1412540.0,669711.0,669570.0,742829.0,0.0,-4083.0,7428.0,-1.35,0.54,-43.39,-25.73
10,2011Q4,73695.0,-7120.0,567.0,462.0,462.0,1078456.0,,1175244.0,431953.0,431784.0,743291.0,0.0,-3821.0,7433.0,-0.84,0.63,-45.67,-27.85
11,2012Q1,41942.0,48851.0,40495.0,40499.0,40499.0,1447503.0,,1540117.0,756326.0,506185.0,783791.0,0.0,-2931.0,7838.0,-1.88,96.56,-38.86,-22.24
12,2012Q2,65323.0,-17017.0,-9451.0,-9448.0,-9448.0,1292267.0,,1384197.0,609856.0,609715.0,774341.0,0.0,319.0,7743.0,19.45,-14.46,4.18,2.31
13,2012Q3,16370.0,-50839.0,-59125.0,-59058.0,-59058.0,1246096.0,,1334292.0,619010.0,618868.0,715283.0,0.0,-276.0,7153.0,-17.4,-360.78,-3.65,-2.03
14,2012Q4,242147.0,178477.0,58615.0,58800.0,58800.0,1428152.0,,1491587.0,717504.0,717479.0,774083.0,,308.0,7741.0,16.54,24.28,4.04,2.14
