,quarter,roa
0,2010Q1,2.28
1,2010Q2,2.97
2,2010Q3,2.6
3,2010Q4,0.85
4,2011Q1,0.76
5,2011Q2,-0.27
6,2011Q3,0.02
7,2011Q4,1.29
8,2012Q1,-9.5
9,2012Q2,-5.99
10,2012Q3,-0.74
11,2012Q4,-6.28
12,2013Q1,-0.77
13,2013Q2,-1.6
14,2013Q3,1.09
15,2013Q4,1.6
16,2014Q1,0.12
17,2014Q2,0.76
18,2014Q3,0.58
19,2014Q4,0.46
20,2015Q1,0.41
21,2015Q2,1.28
22,2015Q3,3.21
23,2015Q4,2.67
24,2016Q1,1.38
25,2016Q2,1.06
26,2016Q3,0.74
27,2016Q4,1.83
28,2017Q1,1.53
29,2017Q2,0.07
30,2017Q3,0.34
31,2017Q4,5.86
32,2018Q1,-0.44
33,2018Q2,0.78
34,2018Q3,0.93
35,2018Q4,1.91
36,2019Q1,0.35
37,2019Q2,2.06
38,2019Q3,1.36
39,2019Q4,-0.2
40,2020Q1,-2.52
41,2020Q2,-1.88
42,2020Q3,-1.03
43,2020Q4,-1.12
44,2021Q1,-1.39
45,2021Q2,-2.01
46,2021Q3,2.02
47,2021Q4,17.49
48,2022Q1,1.17
49,2022Q2,-0.36
