,timestamp,delta_volume,date,note
0,1393174800,2000000,2014-02-24,"Niêm yết cổ phiếu bổ sung - 2,000,000 CP"
1,1393434000,2000000,2014-02-27,"Giao dịch bổ sung - 2,000,000 CP"
2,1483030800,1999907,2016-12-30,"Niêm yết cổ phiếu bổ sung - 1,999,907 CP"
3,1483981200,1999253,2017-01-10,"Giao dịch bổ sung - 1,999,253 CP"
4,1511715600,654,2017-11-27,Giao dịch bổ sung - 654 CP
5,1531760400,1199862,2018-07-17,"Niêm yết cổ phiếu bổ sung - 1,199,862 CP"
6,1532451600,1199862,2018-07-25,"Giao dịch bổ sung - 1,199,862 CP"
7,1596128400,1319791,2020-07-31,"Niêm yết cổ phiếu bổ sung - 1,319,791 CP"
8,1597078800,1319791,2020-08-11,"Giao dịch bổ sung - 1,319,791 CP"
9,1628787600,1451746,2021-08-13,"Niêm yết cổ phiếu bổ sung - 1,451,746 CP"
10,1629824400,1451746,2021-08-25,"Giao dịch bổ sung - 1,451,746 CP"
11,1656954000,3992587,2022-07-05,"Niêm yết cổ phiếu bổ sung - 3,992,587 CP"
12,1657818000,3992587,2022-07-15,"Giao dịch bổ sung - 3,992,587 CP"
