,quarter,roa
0,2009Q3,0.0
1,2009Q4,0.74
2,2010Q1,0.69
3,2010Q2,1.32
4,2010Q3,1.51
5,2010Q4,1.31
6,2011Q1,0.98
7,2011Q2,1.47
8,2011Q3,0.75
9,2011Q4,1.13
10,2012Q1,0.69
11,2012Q2,1.24
12,2012Q3,0.83
13,2012Q4,1.32
14,2013Q1,0.61
15,2013Q2,1.06
16,2013Q3,0.65
17,2013Q4,0.73
18,2014Q1,0.8
19,2014Q2,1.12
20,2014Q3,0.88
21,2014Q4,0.96
22,2015Q1,1.0
23,2015Q2,1.67
24,2015Q3,0.26
25,2015Q4,2.69
26,2016Q1,1.44
27,2016Q2,1.44
28,2016Q3,1.05
29,2016Q4,1.98
30,2017Q1,0.97
31,2017Q2,0.52
32,2017Q3,0.77
33,2017Q4,1.94
34,2018Q1,0.63
35,2018Q2,0.6
36,2018Q3,0.32
37,2018Q4,1.62
38,2019Q1,0.91
39,2019Q2,0.65
40,2019Q3,0.2
41,2019Q4,1.37
42,2020Q1,0.65
43,2020Q2,0.0
44,2020Q3,-0.23
45,2020Q4,0.66
46,2021Q1,-0.04
47,2021Q2,0.48
48,2021Q3,0.02
49,2021Q4,1.84
50,2022Q1,0.47
51,2022Q2,2.95
